customer_id,registration_date,region,acquisition_channel,preferred_device,preferred_category,segment,base_purchase_prob,age_band
C00663,2023-07-28,South East,Social Media,Mobile,Beauty,Lost,0.05,25-34
C00664,2022-11-30,Yorkshire,Organic Search,Mobile,Books,At Risk,0.28,55+
C00665,2021-05-07,Midlands,Paid Search,Mobile,Toys,At Risk,0.28,18-24
C00666,2022-02-23,London,Organic Search,Tablet,Sports,At Risk,0.28,55+
C00667,2021-03-06,South East,Social Media,Desktop,Home & Garden,At Risk,0.28,55+
C00668,2024-06-02,South East,Paid Search,Mobile,Clothing,New,0.38,45-54
C00669,2022-03-11,North East,Email,Mobile,Beauty,At Risk,0.28,35-44
C00670,2022-06-17,Midlands,Paid Search,Mobile,Clothing,New,0.38,25-34
C00671,2024-11-25,South East,Paid Search,Mobile,Books,New,0.38,25-34
C00672,2023-06-21,Midlands,Direct,Mobile,Electronics,Champions,0.72,18-24
C00673,2021-05-26,North West,Organic Search,Mobile,Home & Garden,New,0.38,25-34
C00674,2022-05-23,Midlands,Paid Search,Desktop,Sports,Loyal,0.55,35-44
C00675,2024-04-20,Midlands,Organic Search,Mobile,Clothing,Lost,0.05,25-34
C00676,2021-12-11,Midlands,Paid Search,Desktop,Clothing,Hibernating,0.12,18-24
C00677,2023-09-29,South West,Email,Mobile,Electronics,New,0.38,35-44
C00678,2022-05-31,South West,Social Media,Tablet,Clothing,New,0.38,25-34
C00679,2023-12-29,Midlands,Email,Desktop,Books,At Risk,0.28,55+
C00680,2024-09-15,London,Email,Mobile,Clothing,Loyal,0.55,18-24
C00681,2021-09-24,London,Direct,Mobile,Home & Garden,Loyal,0.55,25-34
C00682,2021-03-14,South East,Paid Search,Mobile,Toys,New,0.38,35-44
C00683,2024-03-20,North West,Direct,Mobile,Clothing,At Risk,0.28,25-34
C00684,2024-04-21,South West,Social Media,Mobile,Clothing,Loyal,0.55,35-44
C00685,2022-11-29,South East,Paid Search,Desktop,Electronics,Loyal,0.55,18-24
C00686,2023-06-13,North East,Direct,Mobile,Beauty,Loyal,0.55,55+
C00687,2021-07-02,South West,Email,Mobile,Beauty,Loyal,0.55,55+
C00688,2023-10-11,South East,Paid Search,Desktop,Sports,Loyal,0.55,25-34
C00689,2023-08-31,North East,Organic Search,Desktop,Clothing,Lost,0.05,45-54
C00690,2024-02-24,Yorkshire,Email,Mobile,Clothing,At Risk,0.28,25-34
C00691,2023-06-18,London,Paid Search,Mobile,Beauty,Loyal,0.55,25-34
C00692,2023-04-07,Wales,Paid Search,Desktop,Clothing,New,0.38,45-54
C00693,2021-07-10,South West,Email,Desktop,Electronics,Champions,0.72,45-54
C00694,2021-01-01,Scotland,Paid Search,Mobile,Sports,At Risk,0.28,35-44
C00695,2022-11-21,Midlands,Paid Search,Mobile,Beauty,At Risk,0.28,55+
C00696,2021-01-03,London,Social Media,Desktop,Beauty,New,0.38,25-34
C00697,2023-06-11,London,Paid Search,Desktop,Clothing,New,0.38,55+
C00698,2021-09-28,South East,Email,Desktop,Sports,Lost,0.05,18-24
C00699,2021-12-18,Wales,Direct,Mobile,Clothing,Hibernating,0.12,25-34
C00700,2021-11-30,Yorkshire,Paid Search,Desktop,Home & Garden,At Risk,0.28,35-44
C00701,2022-07-04,North West,Paid Search,Mobile,Sports,Champions,0.72,35-44
C00702,2021-12-06,North East,Organic Search,Desktop,Home & Garden,At Risk,0.28,25-34
C00703,2024-07-20,London,Direct,Desktop,Beauty,Loyal,0.55,25-34
C00704,2021-11-21,London,Paid Search,Mobile,Electronics,Loyal,0.55,45-54
C00705,2021-09-22,Yorkshire,Organic Search,Desktop,Beauty,Hibernating,0.12,45-54
C00706,2022-06-14,South East,Social Media,Mobile,Clothing,New,0.38,18-24
C00707,2021-02-28,South West,Organic Search,Mobile,Toys,Hibernating,0.12,25-34
C00708,2023-05-24,Midlands,Organic Search,Mobile,Beauty,Loyal,0.55,35-44
C00709,2021-07-08,Scotland,Direct,Mobile,Beauty,Hibernating,0.12,35-44
C00710,2021-03-12,Wales,Social Media,Mobile,Home & Garden,Hibernating,0.12,55+
C00711,2021-02-21,South East,Email,Desktop,Electronics,Lost,0.05,55+
C00712,2022-11-22,Scotland,Organic Search,Tablet,Books,Champions,0.72,18-24
C00713,2024-11-08,South East,Email,Mobile,Electronics,Champions,0.72,25-34
C00714,2022-04-04,Yorkshire,Paid Search,Mobile,Books,Lost,0.05,18-24
C00715,2021-05-02,North West,Organic Search,Desktop,Clothing,Loyal,0.55,35-44
C00716,2022-07-23,Scotland,Organic Search,Desktop,Home & Garden,Champions,0.72,18-24
C00717,2021-06-28,North East,Organic Search,Mobile,Electronics,At Risk,0.28,25-34
C00718,2023-09-15,Wales,Direct,Desktop,Sports,New,0.38,25-34
C00719,2024-09-12,Scotland,Referral,Desktop,Electronics,Hibernating,0.12,35-44
C00720,2021-01-02,South East,Paid Search,Desktop,Beauty,Loyal,0.55,35-44
C00721,2022-03-14,North West,Social Media,Mobile,Clothing,Loyal,0.55,55+
C00722,2022-04-06,Wales,Paid Search,Mobile,Clothing,Lost,0.05,25-34
C00723,2021-07-04,Yorkshire,Social Media,Mobile,Home & Garden,New,0.38,35-44
C00724,2024-03-23,Midlands,Email,Mobile,Home & Garden,New,0.38,45-54
C00725,2024-08-30,Scotland,Organic Search,Mobile,Electronics,Hibernating,0.12,35-44
C00726,2024-02-01,Scotland,Email,Mobile,Clothing,Hibernating,0.12,25-34
C00727,2024-04-29,Midlands,Direct,Desktop,Home & Garden,New,0.38,45-54
C00728,2021-10-11,Yorkshire,Social Media,Mobile,Clothing,Loyal,0.55,55+
C00729,2024-07-18,North West,Organic Search,Mobile,Sports,Loyal,0.55,45-54
C00730,2021-06-25,North West,Organic Search,Mobile,Electronics,Loyal,0.55,18-24
C00731,2021-08-17,North West,Organic Search,Desktop,Electronics,New,0.38,18-24
C00732,2023-03-29,South East,Social Media,Mobile,Sports,Lost,0.05,35-44
C00733,2023-07-02,London,Direct,Mobile,Electronics,Loyal,0.55,45-54
C00734,2023-01-05,Yorkshire,Email,Mobile,Clothing,Champions,0.72,25-34
C00735,2021-06-04,South East,Social Media,Desktop,Electronics,At Risk,0.28,25-34
C00736,2021-04-02,Scotland,Organic Search,Desktop,Home & Garden,Hibernating,0.12,25-34
C00737,2022-08-11,North West,Paid Search,Desktop,Electronics,New,0.38,45-54
C00738,2023-12-06,Scotland,Social Media,Mobile,Clothing,New,0.38,25-34
C00739,2022-04-09,Midlands,Paid Search,Desktop,Electronics,At Risk,0.28,35-44
C00740,2024-09-19,South East,Organic Search,Desktop,Electronics,Hibernating,0.12,25-34
C00741,2021-03-09,Wales,Paid Search,Mobile,Sports,New,0.38,35-44
C00742,2023-02-20,South West,Email,Mobile,Electronics,Hibernating,0.12,18-24
C00743,2023-01-16,South East,Email,Desktop,Home & Garden,Lost,0.05,25-34
C00744,2022-07-12,North East,Social Media,Tablet,Home & Garden,Hibernating,0.12,25-34
C00745,2021-08-26,Scotland,Organic Search,Mobile,Sports,Champions,0.72,35-44
C00746,2023-12-11,Midlands,Email,Mobile,Sports,Loyal,0.55,18-24
C00747,2022-10-09,South East,Paid Search,Mobile,Beauty,New,0.38,35-44
C00748,2024-07-18,South East,Paid Search,Desktop,Sports,Loyal,0.55,45-54
C00749,2022-04-17,South East,Organic Search,Desktop,Clothing,New,0.38,18-24
C00750,2022-06-30,North East,Organic Search,Mobile,Home & Garden,Champions,0.72,35-44
C00751,2022-05-31,South West,Social Media,Desktop,Home & Garden,Loyal,0.55,18-24
C00752,2023-11-02,Midlands,Organic Search,Desktop,Home & Garden,New,0.38,35-44
C00753,2023-04-21,South East,Organic Search,Desktop,Sports,At Risk,0.28,25-34
C00754,2023-03-15,North West,Email,Mobile,Clothing,Champions,0.72,35-44
C00755,2024-08-22,Scotland,Paid Search,Mobile,Beauty,Champions,0.72,45-54
C00756,2021-03-27,Wales,Organic Search,Mobile,Beauty,At Risk,0.28,35-44
C00757,2021-09-23,North West,Organic Search,Mobile,Electronics,New,0.38,35-44
C00758,2023-11-08,London,Social Media,Mobile,Clothing,Champions,0.72,35-44
C00759,2024-04-18,Wales,Paid Search,Desktop,Electronics,At Risk,0.28,25-34
C00760,2021-12-09,London,Paid Search,Desktop,Clothing,Loyal,0.55,25-34
C00761,2024-06-03,Scotland,Paid Search,Desktop,Electronics,Hibernating,0.12,35-44
C00762,2021-11-05,North East,Referral,Tablet,Sports,Champions,0.72,35-44
C00763,2023-12-02,Yorkshire,Paid Search,Desktop,Electronics,New,0.38,25-34
C00764,2023-03-03,London,Organic Search,Mobile,Clothing,At Risk,0.28,18-24
C00765,2024-09-24,Scotland,Email,Mobile,Clothing,At Risk,0.28,18-24
C00766,2022-10-30,Scotland,Email,Mobile,Electronics,Hibernating,0.12,45-54
C00767,2024-05-12,Midlands,Social Media,Mobile,Sports,Loyal,0.55,35-44
C00768,2024-09-15,South East,Paid Search,Desktop,Electronics,New,0.38,35-44
C00769,2023-07-13,South East,Organic Search,Desktop,Electronics,New,0.38,25-34
C00770,2021-01-26,Wales,Paid Search,Mobile,Electronics,Lost,0.05,45-54
C00771,2022-04-06,South East,Social Media,Mobile,Home & Garden,Loyal,0.55,18-24
C00772,2021-10-27,Scotland,Direct,Mobile,Home & Garden,At Risk,0.28,55+
C00773,2021-10-11,London,Direct,Desktop,Books,New,0.38,35-44
C00774,2022-08-13,North West,Email,Mobile,Home & Garden,Champions,0.72,55+
C00775,2021-11-03,Scotland,Social Media,Mobile,Electronics,Loyal,0.55,25-34
C00776,2024-11-20,Scotland,Organic Search,Mobile,Electronics,Lost,0.05,25-34
C00777,2021-04-11,Scotland,Organic Search,Tablet,Clothing,At Risk,0.28,25-34
C00778,2021-04-15,Yorkshire,Organic Search,Mobile,Electronics,Hibernating,0.12,55+
C00779,2023-12-29,North West,Email,Mobile,Books,Loyal,0.55,45-54
C00780,2024-04-08,London,Paid Search,Desktop,Clothing,New,0.38,25-34
C00781,2023-04-16,London,Email,Desktop,Clothing,Hibernating,0.12,25-34
C00782,2024-04-06,Yorkshire,Direct,Mobile,Electronics,At Risk,0.28,35-44
C00783,2023-06-30,Wales,Organic Search,Mobile,Beauty,At Risk,0.28,35-44
C00784,2024-02-12,Yorkshire,Organic Search,Mobile,Electronics,Lost,0.05,45-54
C00785,2024-06-23,London,Referral,Mobile,Electronics,Hibernating,0.12,35-44
C00786,2021-11-29,Midlands,Organic Search,Mobile,Beauty,New,0.38,55+
C00787,2024-08-16,London,Paid Search,Tablet,Electronics,Loyal,0.55,55+
C00788,2021-02-11,London,Paid Search,Mobile,Electronics,At Risk,0.28,45-54
C00789,2024-11-29,North East,Organic Search,Mobile,Clothing,Champions,0.72,18-24
C00790,2021-03-10,South East,Paid Search,Tablet,Electronics,Champions,0.72,25-34
C00791,2024-08-22,North East,Direct,Mobile,Home & Garden,Champions,0.72,35-44
C00792,2024-07-13,Scotland,Social Media,Mobile,Books,Hibernating,0.12,18-24
C00793,2024-06-15,Yorkshire,Organic Search,Tablet,Clothing,Hibernating,0.12,35-44
C00794,2023-12-17,North West,Referral,Mobile,Home & Garden,Loyal,0.55,18-24
C00795,2024-09-08,North West,Organic Search,Mobile,Clothing,New,0.38,45-54
C00796,2024-04-22,Wales,Paid Search,Mobile,Books,Lost,0.05,18-24
C00797,2024-09-07,South West,Email,Desktop,Books,Lost,0.05,45-54
C00798,2021-10-10,Yorkshire,Email,Desktop,Toys,Loyal,0.55,25-34
C00799,2023-02-02,Scotland,Organic Search,Mobile,Clothing,Loyal,0.55,18-24
C00800,2021-07-15,South East,Email,Desktop,Home & Garden,Hibernating,0.12,55+
C00801,2023-02-19,Scotland,Social Media,Mobile,Sports,Loyal,0.55,18-24
C00802,2024-07-12,Yorkshire,Social Media,Mobile,Electronics,New,0.38,45-54
C00803,2024-09-06,North East,Organic Search,Mobile,Clothing,Loyal,0.55,25-34
C00804,2023-05-04,Wales,Email,Desktop,Clothing,At Risk,0.28,35-44
C00805,2022-03-04,Wales,Email,Mobile,Clothing,At Risk,0.28,25-34
C00806,2022-01-28,South East,Referral,Tablet,Clothing,Lost,0.05,25-34
C00807,2023-10-25,North West,Direct,Mobile,Clothing,New,0.38,25-34
C00808,2023-03-27,London,Organic Search,Mobile,Electronics,New,0.38,25-34
C00809,2021-05-20,South West,Organic Search,Desktop,Home & Garden,Lost,0.05,45-54
C00810,2022-04-08,Wales,Organic Search,Desktop,Beauty,Hibernating,0.12,35-44
C00811,2022-05-18,London,Paid Search,Tablet,Clothing,Hibernating,0.12,25-34
C00812,2024-01-07,North West,Paid Search,Tablet,Home & Garden,New,0.38,18-24
C00813,2022-05-24,North West,Email,Mobile,Clothing,Loyal,0.55,25-34
C00814,2023-12-12,North West,Social Media,Mobile,Electronics,Loyal,0.55,25-34
C00815,2021-06-01,Scotland,Organic Search,Mobile,Electronics,Lost,0.05,25-34
C00816,2022-09-12,London,Social Media,Mobile,Home & Garden,At Risk,0.28,25-34
C00817,2024-06-18,South West,Organic Search,Mobile,Electronics,Champions,0.72,35-44
C00818,2022-04-19,London,Direct,Desktop,Toys,At Risk,0.28,55+
C00819,2023-11-03,South West,Email,Desktop,Clothing,Loyal,0.55,45-54
C00820,2024-09-21,London,Organic Search,Mobile,Beauty,Hibernating,0.12,25-34
C00821,2024-02-14,London,Organic Search,Mobile,Electronics,Hibernating,0.12,25-34
C00822,2022-02-20,London,Paid Search,Mobile,Electronics,New,0.38,35-44
C00823,2021-11-22,London,Social Media,Desktop,Beauty,New,0.38,18-24
C00824,2022-01-04,Midlands,Email,Mobile,Home & Garden,New,0.38,18-24
C00825,2024-04-04,Scotland,Paid Search,Mobile,Clothing,Champions,0.72,25-34
C00826,2024-08-16,London,Organic Search,Mobile,Sports,New,0.38,35-44
C00827,2022-11-12,Scotland,Paid Search,Mobile,Beauty,Loyal,0.55,35-44
C00828,2024-08-30,South East,Paid Search,Desktop,Clothing,Hibernating,0.12,25-34
C00829,2023-09-15,Scotland,Social Media,Mobile,Beauty,Hibernating,0.12,25-34
C00830,2022-09-29,North West,Paid Search,Desktop,Home & Garden,Loyal,0.55,35-44
C00831,2024-05-11,Scotland,Referral,Tablet,Clothing,New,0.38,45-54
C00832,2021-12-04,Yorkshire,Email,Mobile,Beauty,Lost,0.05,45-54
C00833,2022-08-19,North West,Social Media,Desktop,Electronics,Champions,0.72,18-24
C00834,2021-09-15,North East,Direct,Mobile,Electronics,At Risk,0.28,55+
C00835,2023-04-18,Wales,Email,Desktop,Beauty,Lost,0.05,35-44
C00836,2021-09-12,South East,Organic Search,Desktop,Clothing,Loyal,0.55,35-44
C00837,2023-08-06,Wales,Referral,Mobile,Sports,New,0.38,45-54
C00838,2024-01-19,North West,Social Media,Desktop,Clothing,Loyal,0.55,35-44
C00839,2023-04-12,South East,Email,Mobile,Beauty,At Risk,0.28,35-44
C00840,2024-08-18,North West,Email,Mobile,Beauty,At Risk,0.28,35-44
C00841,2024-01-13,North West,Direct,Mobile,Clothing,Loyal,0.55,35-44
C00842,2022-03-08,Scotland,Paid Search,Mobile,Home & Garden,Hibernating,0.12,25-34
C00843,2023-09-15,North East,Email,Mobile,Electronics,Hibernating,0.12,18-24
C00844,2023-04-14,Scotland,Referral,Desktop,Clothing,New,0.38,18-24
C00845,2021-03-08,North West,Social Media,Mobile,Home & Garden,Hibernating,0.12,45-54
C00846,2022-10-24,Scotland,Organic Search,Desktop,Electronics,New,0.38,55+
C00847,2022-09-20,South East,Social Media,Desktop,Clothing,Lost,0.05,35-44
C00848,2023-04-25,London,Social Media,Mobile,Books,Loyal,0.55,18-24
C00849,2021-08-31,London,Email,Desktop,Beauty,Loyal,0.55,25-34
C00850,2024-08-15,London,Organic Search,Tablet,Books,Lost,0.05,18-24
C00851,2023-08-25,Scotland,Organic Search,Desktop,Clothing,Loyal,0.55,35-44
C00852,2023-09-28,South East,Email,Desktop,Clothing,Hibernating,0.12,35-44
C00853,2024-04-26,South East,Organic Search,Mobile,Clothing,Loyal,0.55,25-34
C00854,2024-09-10,London,Email,Mobile,Clothing,Loyal,0.55,25-34
C00855,2021-10-19,London,Organic Search,Mobile,Clothing,Loyal,0.55,25-34
C00856,2021-02-08,London,Paid Search,Mobile,Clothing,Loyal,0.55,25-34
C00857,2022-07-15,South West,Email,Tablet,Toys,Loyal,0.55,35-44
C00858,2022-05-10,South East,Organic Search,Desktop,Sports,Lost,0.05,25-34
C00859,2022-06-25,North West,Paid Search,Desktop,Books,At Risk,0.28,55+
C00860,2023-12-29,North East,Organic Search,Mobile,Clothing,Lost,0.05,55+
C00861,2024-02-12,South East,Social Media,Mobile,Electronics,New,0.38,35-44
C00862,2024-04-10,Wales,Referral,Desktop,Clothing,Lost,0.05,18-24
C00863,2023-05-24,South East,Social Media,Tablet,Clothing,Lost,0.05,25-34
C00864,2024-01-21,London,Social Media,Desktop,Toys,Loyal,0.55,25-34
C00865,2021-08-22,South East,Organic Search,Mobile,Sports,Loyal,0.55,25-34
C00866,2023-06-24,Wales,Email,Mobile,Clothing,At Risk,0.28,55+
C00867,2021-11-07,London,Organic Search,Desktop,Beauty,Champions,0.72,45-54
C00868,2021-12-18,Scotland,Paid Search,Desktop,Beauty,Hibernating,0.12,25-34
C00869,2024-03-31,London,Paid Search,Mobile,Toys,New,0.38,35-44
C00870,2021-05-06,North West,Paid Search,Desktop,Sports,Lost,0.05,45-54
C00871,2022-06-07,North West,Organic Search,Mobile,Clothing,New,0.38,45-54
C00872,2022-05-06,North West,Paid Search,Mobile,Books,New,0.38,45-54
C00873,2021-10-08,North West,Organic Search,Desktop,Books,New,0.38,35-44
C00874,2021-01-27,Yorkshire,Organic Search,Mobile,Beauty,At Risk,0.28,25-34
C00875,2022-01-02,North West,Organic Search,Mobile,Electronics,Lost,0.05,18-24
C00876,2024-07-29,North East,Organic Search,Mobile,Clothing,Hibernating,0.12,45-54
C00877,2021-04-27,North West,Referral,Mobile,Electronics,Hibernating,0.12,35-44
C00878,2024-10-24,Scotland,Organic Search,Desktop,Beauty,Lost,0.05,35-44
C00879,2022-03-22,Scotland,Paid Search,Tablet,Home & Garden,Loyal,0.55,35-44
C00880,2024-07-25,Yorkshire,Organic Search,Tablet,Electronics,Lost,0.05,25-34
C00881,2021-09-08,Yorkshire,Direct,Tablet,Books,Champions,0.72,18-24
C00882,2021-05-11,Wales,Email,Mobile,Home & Garden,Champions,0.72,18-24
C00883,2022-09-07,Wales,Referral,Mobile,Electronics,At Risk,0.28,55+
C00884,2021-01-29,London,Paid Search,Mobile,Toys,Lost,0.05,25-34
C00885,2021-12-22,Scotland,Social Media,Desktop,Clothing,Lost,0.05,25-34
C00886,2021-10-26,London,Social Media,Mobile,Clothing,At Risk,0.28,55+
C00887,2024-06-09,London,Social Media,Desktop,Clothing,Loyal,0.55,35-44
C00888,2023-05-08,Midlands,Organic Search,Mobile,Sports,Lost,0.05,18-24
C00889,2023-10-12,Yorkshire,Direct,Desktop,Clothing,New,0.38,55+
C00890,2021-03-17,South East,Email,Tablet,Clothing,New,0.38,55+
C00891,2023-12-29,London,Email,Mobile,Home & Garden,Champions,0.72,18-24
C00892,2021-08-08,Yorkshire,Organic Search,Desktop,Clothing,Hibernating,0.12,18-24
C00893,2021-04-11,London,Email,Mobile,Electronics,New,0.38,18-24
C00894,2024-11-10,South East,Paid Search,Desktop,Home & Garden,New,0.38,45-54
C00895,2023-07-04,London,Referral,Mobile,Clothing,Hibernating,0.12,35-44
C00896,2024-05-13,London,Email,Tablet,Clothing,Champions,0.72,45-54
C00897,2024-03-30,Midlands,Email,Mobile,Electronics,Loyal,0.55,45-54
C00898,2022-07-05,Scotland,Social Media,Mobile,Electronics,Lost,0.05,18-24
C00899,2022-04-16,Midlands,Paid Search,Desktop,Clothing,Loyal,0.55,35-44
C00900,2021-08-02,North East,Social Media,Mobile,Electronics,At Risk,0.28,18-24
C00901,2024-08-27,London,Social Media,Desktop,Clothing,At Risk,0.28,35-44
C00902,2024-03-22,Yorkshire,Paid Search,Mobile,Home & Garden,Loyal,0.55,35-44
C00903,2024-10-14,Scotland,Paid Search,Mobile,Home & Garden,At Risk,0.28,35-44
C00904,2021-01-17,Scotland,Email,Mobile,Home & Garden,Lost,0.05,55+
C00905,2021-12-10,South East,Organic Search,Mobile,Electronics,Lost,0.05,18-24
C00906,2024-07-19,South East,Organic Search,Mobile,Home & Garden,Lost,0.05,25-34
C00907,2023-10-05,South East,Paid Search,Desktop,Clothing,Loyal,0.55,45-54
C00908,2023-04-09,Yorkshire,Organic Search,Desktop,Books,Loyal,0.55,55+
C00909,2023-08-01,Scotland,Organic Search,Desktop,Electronics,Champions,0.72,45-54
C00910,2024-08-31,London,Organic Search,Mobile,Clothing,Lost,0.05,25-34
C00911,2024-02-07,North East,Paid Search,Mobile,Clothing,Hibernating,0.12,55+
C00912,2021-05-17,Wales,Organic Search,Desktop,Clothing,New,0.38,18-24
C00913,2023-05-17,Scotland,Direct,Desktop,Beauty,At Risk,0.28,18-24
C00914,2022-02-19,South East,Direct,Mobile,Electronics,New,0.38,35-44
C00915,2021-09-01,Wales,Email,Desktop,Electronics,At Risk,0.28,25-34
C00916,2021-05-03,London,Social Media,Mobile,Clothing,New,0.38,25-34
C00917,2023-06-24,Midlands,Email,Mobile,Clothing,Lost,0.05,25-34
C00918,2021-10-22,North East,Referral,Desktop,Electronics,Loyal,0.55,55+
C00919,2023-03-29,Scotland,Organic Search,Mobile,Clothing,New,0.38,35-44
C00920,2022-10-23,London,Email,Mobile,Sports,Loyal,0.55,35-44
C00921,2021-08-02,Scotland,Email,Mobile,Beauty,Champions,0.72,35-44
C00922,2022-10-09,North West,Organic Search,Mobile,Electronics,Loyal,0.55,18-24
C00923,2024-07-30,South West,Email,Desktop,Books,Loyal,0.55,35-44
C00924,2023-01-28,Wales,Organic Search,Tablet,Home & Garden,Loyal,0.55,18-24
C00925,2023-01-16,Wales,Organic Search,Mobile,Electronics,Champions,0.72,18-24
C00926,2022-09-10,South West,Organic Search,Tablet,Clothing,Lost,0.05,25-34
C00927,2021-11-24,North West,Organic Search,Desktop,Beauty,At Risk,0.28,25-34
C00928,2024-04-28,London,Organic Search,Tablet,Clothing,At Risk,0.28,25-34
C00929,2022-02-13,Scotland,Email,Mobile,Electronics,Hibernating,0.12,45-54
C00930,2024-06-17,North West,Paid Search,Desktop,Clothing,At Risk,0.28,25-34
C00931,2022-02-07,North East,Email,Mobile,Beauty,New,0.38,45-54
C00932,2023-03-04,London,Paid Search,Mobile,Electronics,At Risk,0.28,35-44
C00933,2021-10-11,Scotland,Organic Search,Mobile,Sports,New,0.38,25-34
C00934,2021-04-15,Scotland,Organic Search,Desktop,Electronics,At Risk,0.28,55+
C00935,2022-01-14,Wales,Organic Search,Mobile,Home & Garden,At Risk,0.28,35-44
C00936,2022-03-20,Scotland,Email,Desktop,Home & Garden,Hibernating,0.12,18-24
C00937,2022-05-15,Midlands,Direct,Mobile,Toys,Loyal,0.55,35-44
C00938,2022-01-11,Wales,Social Media,Tablet,Beauty,New,0.38,25-34
C00939,2022-12-03,North East,Paid Search,Desktop,Electronics,Champions,0.72,35-44
C00940,2022-07-15,Midlands,Paid Search,Mobile,Electronics,Loyal,0.55,35-44
C00941,2021-09-30,Yorkshire,Social Media,Mobile,Electronics,Lost,0.05,25-34
C00942,2024-05-13,South West,Organic Search,Desktop,Home & Garden,Hibernating,0.12,35-44
C00943,2023-04-05,Yorkshire,Email,Mobile,Beauty,At Risk,0.28,45-54
C00944,2022-11-20,South West,Email,Mobile,Clothing,Champions,0.72,45-54
C00945,2024-10-15,North East,Direct,Desktop,Clothing,At Risk,0.28,35-44
C00946,2024-06-12,Scotland,Direct,Mobile,Beauty,New,0.38,25-34
C00947,2021-07-11,Yorkshire,Organic Search,Mobile,Books,Champions,0.72,55+
C00948,2021-08-20,Scotland,Paid Search,Mobile,Sports,Lost,0.05,55+
C00949,2021-05-10,Yorkshire,Email,Mobile,Clothing,At Risk,0.28,35-44
C00950,2024-07-23,Midlands,Organic Search,Desktop,Home & Garden,Lost,0.05,35-44
C00951,2023-10-12,Scotland,Referral,Desktop,Home & Garden,New,0.38,35-44
C00952,2024-10-26,Yorkshire,Email,Mobile,Beauty,Loyal,0.55,25-34
C00953,2023-10-07,South West,Social Media,Desktop,Clothing,At Risk,0.28,25-34
C00954,2024-06-15,North West,Paid Search,Desktop,Beauty,Hibernating,0.12,55+
C00955,2024-02-12,London,Direct,Mobile,Electronics,Lost,0.05,35-44
C00956,2022-09-09,South East,Organic Search,Mobile,Clothing,New,0.38,25-34
C00957,2022-11-19,Scotland,Social Media,Mobile,Toys,At Risk,0.28,35-44
C00958,2024-04-01,Midlands,Organic Search,Desktop,Electronics,At Risk,0.28,45-54
C00959,2023-06-13,North East,Direct,Desktop,Home & Garden,Hibernating,0.12,45-54
C00960,2021-05-13,Wales,Direct,Desktop,Beauty,At Risk,0.28,25-34
C00961,2023-02-27,Midlands,Email,Tablet,Electronics,Champions,0.72,18-24
C00962,2023-12-14,London,Organic Search,Mobile,Electronics,Hibernating,0.12,35-44
C00963,2024-02-16,North West,Organic Search,Mobile,Clothing,Hibernating,0.12,35-44
C00964,2023-04-07,Scotland,Organic Search,Mobile,Clothing,Loyal,0.55,55+
C00965,2021-08-16,South East,Paid Search,Desktop,Home & Garden,New,0.38,35-44
C00966,2023-09-23,London,Email,Mobile,Home & Garden,Hibernating,0.12,35-44
C00967,2022-05-14,Wales,Organic Search,Mobile,Electronics,At Risk,0.28,45-54
C00968,2022-11-20,London,Social Media,Mobile,Electronics,Loyal,0.55,25-34
C00969,2022-06-20,London,Email,Tablet,Home & Garden,At Risk,0.28,55+
C00970,2021-01-11,South West,Organic Search,Mobile,Clothing,Champions,0.72,25-34
C00971,2021-08-17,North East,Social Media,Desktop,Home & Garden,Champions,0.72,25-34
C00972,2023-06-28,South East,Email,Desktop,Home & Garden,New,0.38,35-44
C00973,2023-10-18,London,Referral,Mobile,Sports,Loyal,0.55,25-34
C00974,2024-01-06,South East,Organic Search,Mobile,Clothing,Lost,0.05,55+
C00975,2021-11-22,London,Social Media,Desktop,Toys,Hibernating,0.12,35-44
C00976,2023-03-09,London,Email,Mobile,Clothing,Hibernating,0.12,25-34
C00977,2022-04-26,Yorkshire,Organic Search,Mobile,Clothing,At Risk,0.28,25-34
C00978,2022-02-05,North East,Referral,Mobile,Electronics,Champions,0.72,25-34
C00979,2023-10-27,Midlands,Paid Search,Mobile,Home & Garden,New,0.38,18-24
C00980,2021-09-27,Midlands,Referral,Desktop,Clothing,Loyal,0.55,25-34
C00981,2022-06-04,Scotland,Direct,Desktop,Clothing,Hibernating,0.12,35-44
C00982,2022-07-12,South West,Organic Search,Mobile,Electronics,At Risk,0.28,25-34
C00983,2023-01-21,Yorkshire,Paid Search,Desktop,Clothing,Hibernating,0.12,45-54
C00984,2023-07-28,Midlands,Email,Mobile,Sports,Hibernating,0.12,35-44
C00985,2021-07-21,Scotland,Direct,Desktop,Clothing,Loyal,0.55,18-24
C00986,2021-09-06,London,Organic Search,Desktop,Clothing,Loyal,0.55,25-34
C00987,2023-05-08,South East,Email,Desktop,Beauty,Loyal,0.55,45-54
C00988,2021-10-29,Scotland,Email,Mobile,Beauty,Loyal,0.55,25-34
C00989,2024-03-10,Midlands,Paid Search,Desktop,Home & Garden,Hibernating,0.12,18-24
C00990,2022-12-01,South East,Email,Desktop,Clothing,New,0.38,35-44
C00991,2022-09-20,South East,Direct,Mobile,Clothing,New,0.38,25-34
C00992,2022-08-23,Midlands,Email,Mobile,Clothing,At Risk,0.28,45-54
C00993,2023-12-25,Yorkshire,Paid Search,Desktop,Sports,Hibernating,0.12,45-54
C00994,2022-01-31,London,Organic Search,Mobile,Sports,New,0.38,25-34
