order_id,customer_id,order_date,year,month,quarter,category,quantity,unit_price,discount_pct,revenue,channel,device,region,is_repeat,order_month,first_order
O0002435,C00881,2023-04-18,2023,4,Q2,Clothing,3,60.22,0.0,180.67,Direct,Tablet,Yorkshire,1,2023-04,2023-04-18
O0002436,C00881,2023-12-31,2023,12,Q4,Books,1,30.85,0.24,23.45,Direct,Tablet,Yorkshire,1,2023-12,2023-12-31
O0002437,C00881,2024-02-09,2024,2,Q1,Books,1,11.35,0.15,9.65,Direct,Tablet,Yorkshire,1,2024-02,2024-02-09
O0002438,C00881,2024-08-02,2024,8,Q3,Electronics,1,123.59,0.0,123.59,Direct,Tablet,Yorkshire,1,2024-08,2024-08-02
O0002439,C00882,2022-03-26,2022,3,Q1,Toys,3,40.08,0.2,96.2,Email,Mobile,Wales,0,2022-03,2022-03-26
O0002440,C00882,2022-06-26,2022,6,Q2,Home & Garden,4,103.23,0.0,412.91,Email,Mobile,Wales,1,2022-06,2022-06-26
O0002441,C00882,2022-07-01,2022,7,Q3,Home & Garden,2,88.9,0.13,154.69,Email,Mobile,Wales,1,2022-07,2022-07-01
O0002442,C00882,2023-05-21,2023,5,Q2,Toys,2,38.19,0.0,76.38,Email,Mobile,Wales,1,2023-05,2023-05-21
O0002443,C00882,2023-07-24,2023,7,Q3,Electronics,2,112.14,0.09,204.1,Email,Mobile,Wales,1,2023-07,2023-07-24
O0002444,C00882,2023-10-09,2023,10,Q4,Home & Garden,2,62.85,0.0,125.71,Email,Mobile,Wales,1,2023-10,2023-10-09
O0002445,C00883,2022-10-20,2022,10,Q4,Clothing,2,87.75,0.17,145.67,Referral,Mobile,Wales,0,2022-10,2022-10-20
O0002446,C00886,2023-04-02,2023,4,Q2,Clothing,4,33.41,0.24,101.56,Social Media,Mobile,London,0,2023-04,2023-04-02
O0002447,C00887,2024-08-10,2024,8,Q3,Clothing,3,24.54,0.0,73.63,Social Media,Desktop,London,0,2024-08,2024-08-10
O0002448,C00887,2024-08-13,2024,8,Q3,Clothing,4,20.39,0.0,81.56,Social Media,Desktop,London,1,2024-08,2024-08-13
O0002449,C00887,2024-09-12,2024,9,Q3,Clothing,3,79.63,0.0,238.88,Social Media,Desktop,London,1,2024-09,2024-09-12
O0002450,C00887,2024-11-22,2024,11,Q4,Clothing,4,93.66,0.0,374.64,Social Media,Desktop,London,1,2024-11,2024-11-22
O0002451,C00887,2024-12-19,2024,12,Q4,Clothing,2,125.16,0.0,250.31,Social Media,Desktop,London,1,2024-12,2024-12-19
O0002452,C00890,2022-06-01,2022,6,Q2,Electronics,3,102.46,0.12,270.49,Email,Tablet,South East,0,2022-06,2022-06-01
O0002453,C00890,2023-04-14,2023,4,Q2,Sports,4,35.2,0.0,140.78,Email,Tablet,South East,1,2023-04,2023-04-14
O0002454,C00891,2024-02-01,2024,2,Q1,Home & Garden,3,80.28,0.03,233.61,Email,Mobile,London,0,2024-02,2024-02-01
O0002455,C00891,2024-05-19,2024,5,Q2,Home & Garden,2,84.9,0.0,169.8,Email,Mobile,London,1,2024-05,2024-05-19
O0002456,C00891,2024-07-12,2024,7,Q3,Home & Garden,3,88.97,0.0,266.91,Email,Mobile,London,1,2024-07,2024-07-12
O0002457,C00891,2024-09-13,2024,9,Q3,Home & Garden,4,48.93,0.0,195.72,Email,Mobile,London,1,2024-09,2024-09-13
O0002458,C00891,2024-11-04,2024,11,Q4,Home & Garden,3,99.92,0.0,299.77,Email,Mobile,London,1,2024-11,2024-11-04
O0002459,C00891,2024-12-28,2024,12,Q4,Home & Garden,2,115.04,0.0,230.09,Email,Mobile,London,1,2024-12,2024-12-28
O0002460,C00892,2024-07-31,2024,7,Q3,Clothing,1,62.82,0.0,62.82,Organic Search,Desktop,Yorkshire,0,2024-07,2024-07-31
O0002461,C00893,2021-12-12,2021,12,Q4,Electronics,4,172.16,0.16,578.46,Email,Mobile,London,0,2021-12,2021-12-12
O0002462,C00893,2021-12-17,2021,12,Q4,Electronics,4,221.32,0.0,885.29,Email,Mobile,London,1,2021-12,2021-12-17
O0002463,C00893,2023-01-19,2023,1,Q1,Beauty,1,39.42,0.0,39.42,Email,Mobile,London,1,2023-01,2023-01-19
O0002464,C00893,2024-09-04,2024,9,Q3,Electronics,1,149.23,0.0,149.23,Email,Mobile,London,1,2024-09,2024-09-04
O0002465,C00894,2024-11-12,2024,11,Q4,Beauty,4,38.11,0.24,115.84,Paid Search,Desktop,South East,0,2024-11,2024-11-12
O0002466,C00894,2024-11-13,2024,11,Q4,Home & Garden,2,125.94,0.0,251.89,Paid Search,Desktop,South East,1,2024-11,2024-11-13
O0002467,C00894,2024-11-14,2024,11,Q4,Home & Garden,1,151.26,0.0,151.26,Paid Search,Desktop,South East,1,2024-11,2024-11-14
O0002468,C00894,2024-11-16,2024,11,Q4,Books,3,37.04,0.12,97.78,Paid Search,Desktop,South East,1,2024-11,2024-11-16
O0002469,C00894,2024-12-23,2024,12,Q4,Electronics,1,185.77,0.0,185.77,Paid Search,Desktop,South East,1,2024-12,2024-12-23
O0002470,C00894,2024-12-27,2024,12,Q4,Home & Garden,1,125.9,0.1,113.31,Paid Search,Desktop,South East,1,2024-12,2024-12-27
O0002471,C00895,2024-07-13,2024,7,Q3,Clothing,1,41.42,0.13,36.04,Referral,Mobile,London,0,2024-07,2024-07-13
O0002472,C00896,2024-05-14,2024,5,Q2,Clothing,3,52.27,0.07,145.83,Email,Tablet,London,0,2024-05,2024-05-14
O0002473,C00896,2024-05-30,2024,5,Q2,Clothing,1,70.35,0.0,70.35,Email,Tablet,London,1,2024-05,2024-05-30
O0002474,C00896,2024-07-09,2024,7,Q3,Home & Garden,4,22.58,0.0,90.33,Email,Tablet,London,1,2024-07,2024-07-09
O0002475,C00896,2024-09-25,2024,9,Q3,Clothing,4,83.12,0.0,332.5,Email,Tablet,London,1,2024-09,2024-09-25
O0002476,C00896,2024-10-01,2024,10,Q4,Clothing,1,58.56,0.0,58.56,Email,Tablet,London,1,2024-10,2024-10-01
O0002477,C00896,2024-11-13,2024,11,Q4,Home & Garden,3,117.44,0.21,278.34,Email,Tablet,London,1,2024-11,2024-11-13
O0002478,C00896,2024-12-12,2024,12,Q4,Clothing,3,96.62,0.23,223.2,Email,Tablet,London,1,2024-12,2024-12-12
O0002479,C00896,2024-12-20,2024,12,Q4,Clothing,4,87.72,0.2,280.7,Email,Tablet,London,1,2024-12,2024-12-20
O0002480,C00897,2024-04-28,2024,4,Q2,Electronics,3,160.75,0.03,467.79,Email,Mobile,Midlands,0,2024-04,2024-04-28
O0002481,C00897,2024-07-31,2024,7,Q3,Electronics,3,130.33,0.0,391.0,Email,Mobile,Midlands,1,2024-07,2024-07-31
O0002482,C00897,2024-11-22,2024,11,Q4,Electronics,1,257.73,0.01,255.15,Email,Mobile,Midlands,1,2024-11,2024-11-22
O0002483,C00897,2024-12-09,2024,12,Q4,Home & Garden,3,122.99,0.21,291.49,Email,Mobile,Midlands,1,2024-12,2024-12-09
O0002484,C00899,2023-08-14,2023,8,Q3,Clothing,2,70.67,0.19,114.49,Paid Search,Desktop,Midlands,0,2023-08,2023-08-14
O0002485,C00899,2023-09-07,2023,9,Q3,Home & Garden,4,83.91,0.17,278.58,Paid Search,Desktop,Midlands,1,2023-09,2023-09-07
O0002486,C00899,2024-07-04,2024,7,Q3,Clothing,3,62.11,0.0,186.33,Paid Search,Desktop,Midlands,1,2024-07,2024-07-04
O0002487,C00899,2024-07-15,2024,7,Q3,Electronics,2,145.74,0.05,276.91,Paid Search,Desktop,Midlands,1,2024-07,2024-07-15
O0002488,C00899,2024-07-20,2024,7,Q3,Clothing,1,73.03,0.0,73.03,Paid Search,Desktop,Midlands,1,2024-07,2024-07-20
O0002489,C00900,2021-08-31,2021,8,Q3,Home & Garden,1,90.96,0.15,77.32,Social Media,Mobile,North East,0,2021-08,2021-08-31
O0002490,C00900,2022-07-02,2022,7,Q3,Electronics,1,189.51,0.0,189.51,Social Media,Mobile,North East,1,2022-07,2022-07-02
O0002491,C00900,2023-02-21,2023,2,Q1,Home & Garden,2,46.38,0.14,79.77,Social Media,Mobile,North East,1,2023-02,2023-02-21
O0002492,C00900,2023-05-23,2023,5,Q2,Electronics,3,169.43,0.0,508.29,Social Media,Mobile,North East,1,2023-05,2023-05-23
O0002493,C00901,2024-09-03,2024,9,Q3,Clothing,1,63.99,0.0,63.99,Social Media,Desktop,London,0,2024-09,2024-09-03
O0002494,C00901,2024-11-18,2024,11,Q4,Clothing,3,80.46,0.06,226.91,Social Media,Desktop,London,1,2024-11,2024-11-18
O0002495,C00901,2024-11-30,2024,11,Q4,Clothing,4,101.07,0.0,404.27,Social Media,Desktop,London,1,2024-11,2024-11-30
O0002496,C00901,2024-12-01,2024,12,Q4,Electronics,3,202.26,0.0,606.77,Social Media,Desktop,London,1,2024-12,2024-12-01
O0002497,C00902,2024-04-15,2024,4,Q2,Home & Garden,3,69.22,0.03,201.43,Paid Search,Mobile,Yorkshire,0,2024-04,2024-04-15
O0002498,C00902,2024-06-24,2024,6,Q2,Home & Garden,4,44.98,0.18,147.53,Paid Search,Mobile,Yorkshire,1,2024-06,2024-06-24
O0002499,C00902,2024-07-02,2024,7,Q3,Home & Garden,3,114.15,0.0,342.46,Paid Search,Mobile,Yorkshire,1,2024-07,2024-07-02
O0002500,C00902,2024-08-27,2024,8,Q3,Home & Garden,1,88.48,0.0,88.48,Paid Search,Mobile,Yorkshire,1,2024-08,2024-08-27
O0002501,C00903,2024-11-30,2024,11,Q4,Electronics,1,192.42,0.0,192.42,Paid Search,Mobile,Scotland,0,2024-11,2024-11-30
O0002502,C00903,2024-12-21,2024,12,Q4,Home & Garden,3,102.73,0.24,234.22,Paid Search,Mobile,Scotland,1,2024-12,2024-12-21
O0002503,C00906,2024-08-27,2024,8,Q3,Beauty,4,30.76,0.0,123.05,Organic Search,Mobile,South East,0,2024-08,2024-08-27
O0002504,C00907,2024-01-21,2024,1,Q1,Clothing,4,50.89,0.0,203.54,Paid Search,Desktop,South East,0,2024-01,2024-01-21
O0002505,C00907,2024-04-11,2024,4,Q2,Clothing,3,66.3,0.0,198.9,Paid Search,Desktop,South East,1,2024-04,2024-04-11
O0002506,C00907,2024-05-09,2024,5,Q2,Clothing,1,44.47,0.0,44.47,Paid Search,Desktop,South East,1,2024-05,2024-05-09
O0002507,C00907,2024-06-03,2024,6,Q2,Clothing,4,78.71,0.0,314.82,Paid Search,Desktop,South East,1,2024-06,2024-06-03
O0002508,C00907,2024-12-11,2024,12,Q4,Clothing,1,105.84,0.0,105.84,Paid Search,Desktop,South East,1,2024-12,2024-12-11
O0002509,C00908,2023-05-22,2023,5,Q2,Books,3,30.23,0.07,84.34,Organic Search,Desktop,Yorkshire,0,2023-05,2023-05-22
O0002510,C00908,2024-06-19,2024,6,Q2,Books,4,17.75,0.0,71.01,Organic Search,Desktop,Yorkshire,1,2024-06,2024-06-19
O0002511,C00908,2024-09-05,2024,9,Q3,Clothing,3,46.07,0.18,113.34,Organic Search,Desktop,Yorkshire,1,2024-09,2024-09-05
O0002512,C00908,2024-09-07,2024,9,Q3,Books,3,31.65,0.1,85.44,Organic Search,Desktop,Yorkshire,1,2024-09,2024-09-07
O0002513,C00908,2024-11-03,2024,11,Q4,Books,4,17.07,0.15,58.04,Organic Search,Desktop,Yorkshire,1,2024-11,2024-11-03
O0002514,C00908,2024-12-01,2024,12,Q4,Books,2,29.28,0.02,57.39,Organic Search,Desktop,Yorkshire,1,2024-12,2024-12-01
O0002515,C00909,2024-02-02,2024,2,Q1,Sports,2,22.36,0.0,44.72,Organic Search,Desktop,Scotland,0,2024-02,2024-02-02
O0002516,C00909,2024-03-31,2024,3,Q1,Electronics,4,127.74,0.0,510.96,Organic Search,Desktop,Scotland,1,2024-03,2024-03-31
O0002517,C00909,2024-05-14,2024,5,Q2,Electronics,1,191.39,0.0,191.39,Organic Search,Desktop,Scotland,1,2024-05,2024-05-14
O0002518,C00909,2024-08-03,2024,8,Q3,Electronics,4,55.29,0.12,194.61,Organic Search,Desktop,Scotland,1,2024-08,2024-08-03
O0002519,C00909,2024-12-15,2024,12,Q4,Electronics,3,179.08,0.21,424.43,Organic Search,Desktop,Scotland,1,2024-12,2024-12-15
O0002520,C00912,2021-09-25,2021,9,Q3,Sports,3,60.3,0.19,146.52,Organic Search,Desktop,Wales,0,2021-09,2021-09-25
O0002521,C00912,2023-09-09,2023,9,Q3,Clothing,3,27.51,0.09,75.11,Organic Search,Desktop,Wales,1,2023-09,2023-09-09
O0002522,C00914,2022-07-13,2022,7,Q3,Electronics,1,157.65,0.0,157.65,Direct,Mobile,South East,0,2022-07,2022-07-13
O0002523,C00914,2023-08-31,2023,8,Q3,Electronics,4,90.83,0.0,363.32,Direct,Mobile,South East,1,2023-08,2023-08-31
O0002524,C00915,2023-06-16,2023,6,Q2,Electronics,1,44.45,0.0,44.45,Email,Desktop,Wales,0,2023-06,2023-06-16
O0002525,C00916,2021-11-15,2021,11,Q4,Clothing,2,62.86,0.12,110.63,Social Media,Mobile,London,0,2021-11,2021-11-15
O0002526,C00916,2021-12-22,2021,12,Q4,Clothing,1,71.06,0.0,71.06,Social Media,Mobile,London,1,2021-12,2021-12-22
O0002527,C00916,2022-10-20,2022,10,Q4,Clothing,3,54.37,0.0,163.12,Social Media,Mobile,London,1,2022-10,2022-10-20
O0002528,C00917,2024-04-07,2024,4,Q2,Clothing,2,60.2,0.24,91.5,Email,Mobile,Midlands,0,2024-04,2024-04-07
O0002529,C00918,2021-12-23,2021,12,Q4,Electronics,1,245.15,0.1,220.63,Referral,Desktop,North East,0,2021-12,2021-12-23
O0002530,C00918,2022-03-27,2022,3,Q1,Beauty,4,43.61,0.0,174.44,Referral,Desktop,North East,1,2022-03,2022-03-27
O0002531,C00918,2023-05-13,2023,5,Q2,Electronics,1,187.33,0.0,187.33,Referral,Desktop,North East,1,2023-05,2023-05-13
O0002532,C00918,2024-12-23,2024,12,Q4,Electronics,1,242.06,0.02,237.22,Referral,Desktop,North East,1,2024-12,2024-12-23
O0002533,C00919,2023-04-03,2023,4,Q2,Sports,2,78.21,0.0,156.42,Organic Search,Mobile,Scotland,0,2023-04,2023-04-03
O0002534,C00919,2023-07-06,2023,7,Q3,Beauty,2,25.85,0.0,51.69,Organic Search,Mobile,Scotland,1,2023-07,2023-07-06
O0002535,C00919,2023-09-05,2023,9,Q3,Clothing,1,63.77,0.17,52.93,Organic Search,Mobile,Scotland,1,2023-09,2023-09-05
O0002536,C00919,2023-10-19,2023,10,Q4,Clothing,1,51.59,0.0,51.59,Organic Search,Mobile,Scotland,1,2023-10,2023-10-19
O0002537,C00919,2024-09-10,2024,9,Q3,Electronics,1,165.39,0.15,140.58,Organic Search,Mobile,Scotland,1,2024-09,2024-09-10
O0002538,C00920,2022-12-18,2022,12,Q4,Clothing,3,83.08,0.0,249.25,Email,Mobile,London,0,2022-12,2022-12-18
O0002539,C00920,2023-04-14,2023,4,Q2,Books,2,24.34,0.16,40.9,Email,Mobile,London,1,2023-04,2023-04-14
O0002540,C00920,2024-06-07,2024,6,Q2,Sports,4,64.85,0.0,259.42,Email,Mobile,London,1,2024-06,2024-06-07
O0002541,C00921,2021-10-10,2021,10,Q4,Beauty,4,46.93,0.07,174.59,Email,Mobile,Scotland,0,2021-10,2021-10-10
O0002542,C00921,2022-04-01,2022,4,Q2,Beauty,4,28.19,0.15,95.83,Email,Mobile,Scotland,1,2022-04,2022-04-01
O0002543,C00921,2023-07-29,2023,7,Q3,Beauty,2,51.71,0.14,88.94,Email,Mobile,Scotland,1,2023-07,2023-07-29
O0002544,C00921,2023-10-01,2023,10,Q4,Beauty,3,44.1,0.11,117.73,Email,Mobile,Scotland,1,2023-10,2023-10-01
O0002545,C00921,2023-10-30,2023,10,Q4,Beauty,2,47.84,0.0,95.69,Email,Mobile,Scotland,1,2023-10,2023-10-30
O0002546,C00921,2024-03-12,2024,3,Q1,Beauty,4,37.45,0.0,149.8,Email,Mobile,Scotland,1,2024-03,2024-03-12
O0002547,C00921,2024-05-12,2024,5,Q2,Beauty,1,56.29,0.0,56.29,Email,Mobile,Scotland,1,2024-05,2024-05-12
O0002548,C00922,2023-05-23,2023,5,Q2,Clothing,2,66.09,0.0,132.17,Organic Search,Mobile,North West,0,2023-05,2023-05-23
O0002549,C00922,2023-08-18,2023,8,Q3,Electronics,1,202.98,0.14,174.57,Organic Search,Mobile,North West,1,2023-08,2023-08-18
O0002550,C00922,2023-09-14,2023,9,Q3,Electronics,1,186.1,0.1,167.49,Organic Search,Mobile,North West,1,2023-09,2023-09-14
O0002551,C00922,2024-11-02,2024,11,Q4,Electronics,1,241.22,0.0,241.22,Organic Search,Mobile,North West,1,2024-11,2024-11-02
O0002552,C00923,2024-08-03,2024,8,Q3,Books,2,22.3,0.21,35.23,Email,Desktop,South West,0,2024-08,2024-08-03
O0002553,C00923,2024-08-19,2024,8,Q3,Books,1,15.15,0.0,15.15,Email,Desktop,South West,1,2024-08,2024-08-19
O0002554,C00923,2024-11-06,2024,11,Q4,Electronics,2,218.58,0.21,345.35,Email,Desktop,South West,1,2024-11,2024-11-06
O0002555,C00923,2024-11-08,2024,11,Q4,Beauty,4,56.53,0.06,212.57,Email,Desktop,South West,1,2024-11,2024-11-08
O0002556,C00923,2024-12-25,2024,12,Q4,Clothing,1,107.93,0.19,87.43,Email,Desktop,South West,1,2024-12,2024-12-25
O0002557,C00924,2023-07-21,2023,7,Q3,Sports,2,42.09,0.0,84.17,Organic Search,Tablet,Wales,0,2023-07,2023-07-21
O0002558,C00924,2023-07-26,2023,7,Q3,Home & Garden,3,94.2,0.0,282.61,Organic Search,Tablet,Wales,1,2023-07,2023-07-26
O0002559,C00924,2023-08-13,2023,8,Q3,Home & Garden,2,44.25,0.0,88.5,Organic Search,Tablet,Wales,1,2023-08,2023-08-13
O0002560,C00924,2024-07-18,2024,7,Q3,Clothing,3,45.77,0.0,137.31,Organic Search,Tablet,Wales,1,2024-07,2024-07-18
O0002561,C00924,2024-09-12,2024,9,Q3,Home & Garden,3,79.87,0.0,239.61,Organic Search,Tablet,Wales,1,2024-09,2024-09-12
O0002562,C00925,2023-02-08,2023,2,Q1,Electronics,1,74.97,0.0,74.97,Organic Search,Mobile,Wales,0,2023-02,2023-02-08
O0002563,C00925,2023-02-13,2023,2,Q1,Electronics,4,175.03,0.0,700.11,Organic Search,Mobile,Wales,1,2023-02,2023-02-13
O0002564,C00925,2023-04-03,2023,4,Q2,Electronics,2,48.99,0.07,91.12,Organic Search,Mobile,Wales,1,2023-04,2023-04-03
O0002565,C00925,2023-05-30,2023,5,Q2,Electronics,3,158.41,0.01,470.47,Organic Search,Mobile,Wales,1,2023-05,2023-05-30
O0002566,C00925,2023-10-23,2023,10,Q4,Electronics,1,221.04,0.0,221.04,Organic Search,Mobile,Wales,1,2023-10,2023-10-23
O0002567,C00925,2023-12-31,2023,12,Q4,Sports,3,106.56,0.02,313.28,Organic Search,Mobile,Wales,1,2023-12,2023-12-31
O0002568,C00925,2024-01-01,2024,1,Q1,Electronics,1,125.82,0.0,125.82,Organic Search,Mobile,Wales,1,2024-01,2024-01-01
O0002569,C00925,2024-03-06,2024,3,Q1,Electronics,3,122.36,0.0,367.08,Organic Search,Mobile,Wales,1,2024-03,2024-03-06
O0002570,C00925,2024-05-20,2024,5,Q2,Toys,3,35.95,0.0,107.85,Organic Search,Mobile,Wales,1,2024-05,2024-05-20
O0002571,C00925,2024-07-27,2024,7,Q3,Electronics,4,152.14,0.0,608.55,Organic Search,Mobile,Wales,1,2024-07,2024-07-27
O0002572,C00925,2024-08-05,2024,8,Q3,Electronics,2,87.23,0.0,174.47,Organic Search,Mobile,Wales,1,2024-08,2024-08-05
O0002573,C00925,2024-10-26,2024,10,Q4,Home & Garden,2,44.16,0.23,68.01,Organic Search,Mobile,Wales,1,2024-10,2024-10-26
O0002574,C00926,2023-01-01,2023,1,Q1,Clothing,2,88.28,0.0,176.56,Organic Search,Tablet,South West,0,2023-01,2023-01-01
O0002575,C00927,2022-08-22,2022,8,Q3,Beauty,3,32.01,0.13,83.55,Organic Search,Desktop,North West,0,2022-08,2022-08-22
O0002576,C00927,2023-03-18,2023,3,Q1,Beauty,4,43.08,0.01,170.59,Organic Search,Desktop,North West,1,2023-03,2023-03-18
O0002577,C00928,2024-06-23,2024,6,Q2,Clothing,4,75.95,0.0,303.82,Organic Search,Tablet,London,0,2024-06,2024-06-23
O0002578,C00928,2024-09-07,2024,9,Q3,Clothing,2,49.52,0.0,99.03,Organic Search,Tablet,London,1,2024-09,2024-09-07
O0002579,C00930,2024-07-08,2024,7,Q3,Electronics,1,74.26,0.0,74.26,Paid Search,Desktop,North West,0,2024-07,2024-07-08
O0002580,C00930,2024-07-23,2024,7,Q3,Clothing,3,45.72,0.0,137.17,Paid Search,Desktop,North West,1,2024-07,2024-07-23
O0002581,C00930,2024-08-12,2024,8,Q3,Clothing,2,24.51,0.0,49.03,Paid Search,Desktop,North West,1,2024-08,2024-08-12
O0002582,C00930,2024-10-08,2024,10,Q4,Clothing,4,68.49,0.0,273.96,Paid Search,Desktop,North West,1,2024-10,2024-10-08
O0002583,C00930,2024-12-17,2024,12,Q4,Home & Garden,2,126.94,0.0,253.88,Paid Search,Desktop,North West,1,2024-12,2024-12-17
O0002584,C00930,2024-12-21,2024,12,Q4,Clothing,1,109.68,0.0,109.68,Paid Search,Desktop,North West,1,2024-12,2024-12-21
O0002585,C00931,2022-08-16,2022,8,Q3,Beauty,3,30.13,0.0,90.4,Email,Mobile,North East,0,2022-08,2022-08-16
O0002586,C00931,2023-05-09,2023,5,Q2,Beauty,1,56.79,0.0,56.79,Email,Mobile,North East,1,2023-05,2023-05-09
O0002587,C00932,2023-12-10,2023,12,Q4,Electronics,1,275.12,0.0,275.12,Paid Search,Mobile,London,0,2023-12,2023-12-10
O0002588,C00932,2024-04-04,2024,4,Q2,Electronics,2,162.12,0.0,324.24,Paid Search,Mobile,London,1,2024-04,2024-04-04
O0002589,C00932,2024-11-06,2024,11,Q4,Electronics,3,173.48,0.01,515.23,Paid Search,Mobile,London,1,2024-11,2024-11-06
O0002590,C00933,2022-01-04,2022,1,Q1,Sports,4,54.54,0.0,218.15,Organic Search,Mobile,Scotland,0,2022-01,2022-01-04
O0002591,C00934,2021-05-14,2021,5,Q2,Electronics,1,115.94,0.0,115.94,Organic Search,Desktop,Scotland,0,2021-05,2021-05-14
O0002592,C00934,2021-11-25,2021,11,Q4,Electronics,4,184.21,0.0,736.86,Organic Search,Desktop,Scotland,1,2021-11,2021-11-25
O0002593,C00934,2022-06-17,2022,6,Q2,Electronics,3,224.69,0.0,674.07,Organic Search,Desktop,Scotland,1,2022-06,2022-06-17
O0002594,C00934,2022-10-23,2022,10,Q4,Clothing,2,46.43,0.09,84.5,Organic Search,Desktop,Scotland,1,2022-10,2022-10-23
O0002595,C00934,2023-05-15,2023,5,Q2,Electronics,2,186.83,0.0,373.66,Organic Search,Desktop,Scotland,1,2023-05,2023-05-15
O0002596,C00935,2024-10-06,2024,10,Q4,Home & Garden,1,45.61,0.0,45.61,Organic Search,Mobile,Wales,0,2024-10,2024-10-06
O0002597,C00936,2022-09-10,2022,9,Q3,Home & Garden,2,80.69,0.0,161.39,Email,Desktop,Scotland,0,2022-09,2022-09-10
O0002598,C00936,2024-08-13,2024,8,Q3,Home & Garden,3,99.16,0.03,288.56,Email,Desktop,Scotland,1,2024-08,2024-08-13
O0002599,C00937,2022-07-18,2022,7,Q3,Clothing,2,73.2,0.0,146.39,Direct,Mobile,Midlands,0,2022-07,2022-07-18
O0002600,C00937,2022-11-07,2022,11,Q4,Toys,4,31.09,0.25,93.28,Direct,Mobile,Midlands,1,2022-11,2022-11-07
O0002601,C00938,2022-07-16,2022,7,Q3,Beauty,2,28.72,0.02,56.29,Social Media,Tablet,Wales,0,2022-07,2022-07-16
O0002602,C00938,2024-12-19,2024,12,Q4,Beauty,2,68.81,0.0,137.61,Social Media,Tablet,Wales,1,2024-12,2024-12-19
O0002603,C00939,2023-01-22,2023,1,Q1,Electronics,1,183.35,0.0,183.35,Paid Search,Desktop,North East,0,2023-01,2023-01-22
O0002604,C00939,2023-03-25,2023,3,Q1,Toys,3,6.12,0.02,17.99,Paid Search,Desktop,North East,1,2023-03,2023-03-25
O0002605,C00939,2023-07-25,2023,7,Q3,Home & Garden,4,20.53,0.0,82.12,Paid Search,Desktop,North East,1,2023-07,2023-07-25
O0002606,C00939,2023-08-16,2023,8,Q3,Electronics,2,40.97,0.0,81.94,Paid Search,Desktop,North East,1,2023-08,2023-08-16
O0002607,C00939,2023-09-04,2023,9,Q3,Electronics,4,120.52,0.0,482.08,Paid Search,Desktop,North East,1,2023-09,2023-09-04
O0002608,C00939,2023-10-27,2023,10,Q4,Electronics,4,130.38,0.0,521.51,Paid Search,Desktop,North East,1,2023-10,2023-10-27
O0002609,C00939,2024-08-23,2024,8,Q3,Beauty,3,24.03,0.0,72.09,Paid Search,Desktop,North East,1,2024-08,2024-08-23
O0002610,C00940,2024-07-24,2024,7,Q3,Electronics,2,91.75,0.0,183.51,Paid Search,Mobile,Midlands,0,2024-07,2024-07-24
O0002611,C00942,2024-09-18,2024,9,Q3,Home & Garden,3,114.73,0.0,344.19,Organic Search,Desktop,South West,0,2024-09,2024-09-18
O0002612,C00943,2024-12-17,2024,12,Q4,Beauty,2,68.23,0.0,136.46,Email,Mobile,Yorkshire,0,2024-12,2024-12-17
O0002613,C00944,2023-02-20,2023,2,Q1,Clothing,2,102.42,0.0,204.84,Email,Mobile,South West,0,2023-02,2023-02-20
O0002614,C00944,2023-08-31,2023,8,Q3,Clothing,1,38.43,0.0,38.43,Email,Mobile,South West,1,2023-08,2023-08-31
O0002615,C00944,2023-09-24,2023,9,Q3,Clothing,2,38.05,0.0,76.1,Email,Mobile,South West,1,2023-09,2023-09-24
O0002616,C00944,2024-05-08,2024,5,Q2,Clothing,1,88.4,0.07,82.22,Email,Mobile,South West,1,2024-05,2024-05-08
O0002617,C00944,2024-10-02,2024,10,Q4,Clothing,2,62.18,0.12,109.44,Email,Mobile,South West,1,2024-10,2024-10-02
O0002618,C00944,2024-11-21,2024,11,Q4,Beauty,3,67.06,0.0,201.18,Email,Mobile,South West,1,2024-11,2024-11-21
O0002619,C00946,2024-06-28,2024,6,Q2,Beauty,3,7.79,0.0,23.36,Direct,Mobile,Scotland,0,2024-06,2024-06-28
O0002620,C00946,2024-11-12,2024,11,Q4,Beauty,2,57.59,0.06,108.27,Direct,Mobile,Scotland,1,2024-11,2024-11-12
O0002621,C00947,2021-11-09,2021,11,Q4,Books,4,34.82,0.0,139.29,Organic Search,Mobile,Yorkshire,0,2021-11,2021-11-09
O0002622,C00947,2022-04-01,2022,4,Q2,Sports,1,69.88,0.2,55.9,Organic Search,Mobile,Yorkshire,1,2022-04,2022-04-01
O0002623,C00947,2022-12-18,2022,12,Q4,Electronics,3,277.84,0.0,833.53,Organic Search,Mobile,Yorkshire,1,2022-12,2022-12-18
O0002624,C00947,2023-07-11,2023,7,Q3,Books,4,22.45,0.0,89.81,Organic Search,Mobile,Yorkshire,1,2023-07,2023-07-11
O0002625,C00947,2024-05-06,2024,5,Q2,Electronics,4,145.65,0.0,582.6,Organic Search,Mobile,Yorkshire,1,2024-05,2024-05-06
O0002626,C00947,2024-12-05,2024,12,Q4,Beauty,4,52.32,0.0,209.28,Organic Search,Mobile,Yorkshire,1,2024-12,2024-12-05
O0002627,C00949,2021-11-16,2021,11,Q4,Electronics,1,210.88,0.0,210.88,Email,Mobile,Yorkshire,0,2021-11,2021-11-16
O0002628,C00949,2021-12-09,2021,12,Q4,Clothing,2,99.31,0.23,152.93,Email,Mobile,Yorkshire,1,2021-12,2021-12-09
