customer_id,recency_days,frequency,monetary,first_order,last_order,avg_order_value,n_categories,r_score,f_score,m_score,rfm_segment,customer_lifetime_days,region,acquisition_channel,age_band
C00579,34,5,1482.34,2022-07-07,2024-11-27,296.47,3,4,4,5,Champions,874,South East,Social Media,25-34
C00581,698,1,28.27,2023-02-02,2023-02-02,28.27,1,1,1,1,Hibernating,0,Scotland,Email,25-34
C00582,65,3,729.8,2023-01-16,2024-10-27,243.27,1,4,3,4,Loyal Customers,650,Scotland,Organic Search,35-44
C00583,119,3,510.1,2024-06-01,2024-09-03,170.03,1,3,3,3,Loyal Customers,94,North West,Organic Search,55+
C00584,36,1,225.51,2024-11-25,2024-11-25,225.51,1,4,1,2,Recent Customers,0,South East,Organic Search,25-34
C00585,74,3,325.36,2024-06-30,2024-10-18,108.45,2,4,3,2,Loyal Customers,110,North East,Organic Search,35-44
C00586,555,2,269.44,2023-06-19,2023-06-25,134.72,2,1,2,2,Hibernating,6,North West,Paid Search,55+
C00587,227,1,53.59,2024-05-18,2024-05-18,53.59,1,2,1,1,Hibernating,0,Midlands,Paid Search,25-34
C00588,44,5,449.41,2023-12-04,2024-11-17,89.88,2,4,4,3,Champions,349,North East,Email,18-24
C00589,12,2,448.91,2024-11-30,2024-12-19,224.46,1,5,2,3,Recent Customers,19,London,Organic Search,55+
C00590,236,6,1296.95,2022-08-12,2024-05-09,216.16,2,2,5,5,Cannot Lose Them,636,South East,Organic Search,25-34
C00592,490,5,1075.55,2022-04-22,2023-08-29,215.11,1,1,4,5,Cannot Lose Them,494,South West,Paid Search,18-24
C00593,257,2,134.55,2022-04-21,2024-04-18,67.28,1,2,2,1,Hibernating,728,North East,Organic Search,18-24
C00594,216,2,675.65,2022-04-21,2024-05-29,337.82,2,2,2,4,Hibernating,769,Scotland,Organic Search,55+
C00595,112,5,435.52,2023-02-12,2024-09-10,87.1,1,3,4,3,Loyal Customers,576,London,Email,25-34
C00596,15,4,1648.06,2024-03-03,2024-12-16,412.02,1,5,4,5,Champions,288,Yorkshire,Paid Search,35-44
C00597,402,1,348.57,2023-11-25,2023-11-25,348.57,1,1,1,2,Hibernating,0,Scotland,Social Media,25-34
C00598,225,1,288.55,2024-05-20,2024-05-20,288.55,1,2,1,2,Hibernating,0,London,Organic Search,25-34
C00599,469,3,462.74,2021-07-31,2023-09-19,154.25,2,1,3,3,At Risk,780,South West,Organic Search,25-34
C00600,249,2,229.24,2024-01-15,2024-04-26,114.62,1,2,2,2,Hibernating,102,South East,Email,45-54
C00601,535,1,187.16,2023-07-15,2023-07-15,187.16,1,1,1,1,Hibernating,0,Midlands,Organic Search,18-24
C00602,249,5,1008.62,2023-02-24,2024-04-26,201.72,2,2,4,4,Cannot Lose Them,427,Wales,Referral,35-44
C00603,97,3,420.82,2024-07-29,2024-09-25,140.27,2,3,3,3,Loyal Customers,58,Wales,Social Media,35-44
C00604,738,2,140.19,2022-10-22,2022-12-24,70.1,2,1,2,1,Hibernating,63,London,Paid Search,18-24
C00605,44,5,1362.36,2024-09-14,2024-11-17,272.47,3,4,4,5,Champions,64,Scotland,Organic Search,25-34
C00606,12,4,535.57,2024-06-02,2024-12-19,133.89,1,5,4,3,Champions,200,South East,Direct,55+
C00607,131,2,144.55,2024-05-20,2024-08-22,72.28,1,3,2,1,Lost,94,London,Organic Search,45-54
C00608,15,6,2766.75,2024-09-16,2024-12-16,461.12,1,5,5,5,Champions,91,North West,Organic Search,55+
C00609,183,1,180.45,2024-07-01,2024-07-01,180.45,1,2,1,1,Hibernating,0,South West,Organic Search,18-24
C00610,33,6,1105.03,2023-06-18,2024-11-28,184.17,3,4,5,5,Champions,529,North East,Paid Search,25-34
C00611,113,3,767.42,2022-09-21,2024-09-09,255.81,1,3,3,4,Loyal Customers,719,Midlands,Social Media,45-54
C00612,206,3,489.85,2023-08-18,2024-06-08,163.28,2,2,3,3,At Risk,295,Scotland,Paid Search,25-34
C00613,270,3,797.0,2023-05-29,2024-04-05,265.67,2,2,3,4,At Risk,312,London,Organic Search,55+
C00614,453,6,619.72,2021-12-01,2023-10-05,103.29,2,1,5,3,Cannot Lose Them,673,Scotland,Referral,55+
C00616,178,5,1014.82,2021-05-20,2024-07-06,202.96,3,2,4,4,Cannot Lose Them,1143,Wales,Paid Search,18-24
C00617,167,1,47.16,2024-07-17,2024-07-17,47.16,1,3,1,1,Lost,0,South West,Email,18-24
C00618,317,2,579.26,2023-11-21,2024-02-18,289.63,1,2,2,3,Hibernating,89,Yorkshire,Paid Search,25-34
C00619,615,6,887.04,2021-07-31,2023-04-26,147.84,3,1,5,4,Cannot Lose Them,634,London,Social Media,18-24
C00621,126,3,400.5,2023-10-07,2024-08-27,133.5,1,3,3,3,Loyal Customers,325,South East,Organic Search,25-34
C00622,7,5,1037.01,2023-10-18,2024-12-24,207.4,3,5,4,5,Champions,433,Midlands,Direct,45-54
C00623,62,8,1777.64,2021-07-28,2024-10-30,222.2,2,4,5,5,Champions,1190,South East,Paid Search,35-44
C00624,206,1,104.29,2024-06-08,2024-06-08,104.29,1,2,1,1,Hibernating,0,South West,Organic Search,45-54
C00625,174,2,249.47,2024-04-29,2024-07-10,124.73,1,3,2,2,Lost,72,North East,Email,25-34
C00626,235,3,676.88,2021-08-06,2024-05-10,225.63,1,2,3,4,At Risk,1008,Scotland,Organic Search,35-44
C00627,132,2,197.77,2024-03-12,2024-08-21,98.88,1,3,2,1,Lost,162,Midlands,Email,18-24
C00628,88,4,459.71,2023-03-22,2024-10-04,114.93,3,3,4,3,Loyal Customers,562,London,Organic Search,35-44
C00629,148,1,48.55,2024-08-05,2024-08-05,48.55,1,3,1,1,Lost,0,South East,Paid Search,45-54
C00630,232,2,175.58,2022-01-09,2024-05-13,87.79,1,2,2,1,Hibernating,855,North West,Email,45-54
C00631,420,5,1236.45,2022-11-08,2023-11-07,247.29,3,1,4,5,Cannot Lose Them,364,Scotland,Organic Search,45-54
C00632,443,4,869.39,2022-02-22,2023-10-15,217.35,2,1,4,4,Cannot Lose Them,600,Wales,Email,25-34
C00634,107,1,332.06,2024-09-15,2024-09-15,332.06,1,3,1,2,Lost,0,London,Organic Search,18-24
C00635,89,2,771.32,2022-06-06,2024-10-03,385.66,1,3,2,4,Lost,850,London,Direct,35-44
C00636,751,1,159.88,2022-12-11,2022-12-11,159.88,1,1,1,1,Hibernating,0,North West,Paid Search,18-24
C00637,97,5,1501.65,2023-12-24,2024-09-25,300.33,2,3,4,5,Loyal Customers,276,Yorkshire,Email,25-34
C00638,247,5,547.93,2022-10-03,2024-04-28,109.59,2,2,4,3,Cannot Lose Them,573,South West,Organic Search,25-34
C00640,42,1,330.5,2024-11-19,2024-11-19,330.5,1,4,1,2,Recent Customers,0,London,Organic Search,45-54
C00643,359,3,367.7,2022-03-29,2024-01-07,122.57,1,2,3,2,At Risk,649,Wales,Paid Search,45-54
C00644,898,1,175.62,2022-07-17,2022-07-17,175.62,1,1,1,1,Hibernating,0,Midlands,Direct,45-54
C00645,54,7,2493.57,2023-06-04,2024-11-07,356.22,2,4,5,5,Champions,522,Wales,Organic Search,18-24
C00646,257,1,6.52,2024-04-18,2024-04-18,6.52,1,2,1,1,Hibernating,0,London,Organic Search,35-44
C00647,125,5,755.56,2022-08-28,2024-08-28,151.11,3,3,4,4,Loyal Customers,731,Yorkshire,Organic Search,35-44
C00648,222,2,542.35,2023-11-08,2024-05-23,271.18,1,2,2,3,Hibernating,197,London,Organic Search,25-34
C00649,5,2,235.08,2024-05-01,2024-12-26,117.54,1,5,2,2,Recent Customers,239,Wales,Email,35-44
C00650,68,7,1718.43,2022-03-08,2024-10-24,245.49,2,4,5,5,Champions,961,Scotland,Social Media,45-54
C00651,150,1,31.25,2024-08-03,2024-08-03,31.25,1,3,1,1,Lost,0,London,Paid Search,25-34
C00652,194,2,235.35,2024-03-23,2024-06-20,117.68,2,2,2,2,Hibernating,89,North West,Direct,25-34
C00653,334,5,898.37,2022-01-24,2024-02-01,179.67,2,2,4,4,Cannot Lose Them,738,Yorkshire,Organic Search,35-44
C00655,155,4,1699.03,2021-07-23,2024-07-29,424.76,2,3,4,5,Loyal Customers,1102,London,Direct,18-24
C00657,79,1,39.14,2024-10-13,2024-10-13,39.14,1,4,1,1,Recent Customers,0,Wales,Organic Search,18-24
C00658,9,3,1061.97,2024-10-08,2024-12-22,353.99,2,5,3,5,Loyal Customers,75,South West,Paid Search,18-24
C00659,176,3,480.64,2022-10-18,2024-07-08,160.21,2,3,3,3,Loyal Customers,629,Wales,Organic Search,55+
C00660,550,2,547.79,2022-12-20,2023-06-30,273.9,1,1,2,3,Hibernating,192,London,Organic Search,35-44
C00661,225,3,922.28,2023-07-03,2024-05-20,307.43,1,2,3,4,At Risk,322,Wales,Organic Search,45-54
C00662,398,3,356.99,2021-05-12,2023-11-29,119.0,2,1,3,2,At Risk,931,South West,Referral,35-44
C00663,131,1,45.05,2024-08-22,2024-08-22,45.05,1,3,1,1,Lost,0,South East,Social Media,25-34
C00664,235,3,107.05,2023-04-18,2024-05-10,35.68,1,2,3,1,At Risk,388,Yorkshire,Organic Search,55+
C00665,992,2,384.13,2022-03-06,2022-04-14,192.06,2,1,2,2,Hibernating,39,Midlands,Paid Search,18-24
C00666,443,5,686.45,2023-02-20,2023-10-15,137.29,3,1,4,4,Cannot Lose Them,237,London,Organic Search,55+
C00667,233,3,300.02,2021-06-13,2024-05-12,100.01,2,2,3,2,At Risk,1064,South East,Social Media,55+
C00668,63,5,1067.57,2024-06-22,2024-10-29,213.51,4,4,4,5,Champions,129,South East,Paid Search,45-54
C00669,199,1,232.85,2024-06-15,2024-06-15,232.85,1,2,1,2,Hibernating,0,North East,Email,35-44
C00670,143,6,1488.35,2022-10-31,2024-08-10,248.06,2,3,5,5,Loyal Customers,649,Midlands,Paid Search,25-34
C00671,10,2,1173.48,2024-12-06,2024-12-21,586.74,2,5,2,5,Recent Customers,15,South East,Paid Search,25-34
C00672,200,7,2630.75,2023-07-08,2024-06-14,375.82,2,2,5,5,Cannot Lose Them,342,Midlands,Direct,18-24
C00673,674,2,332.42,2023-02-05,2023-02-26,166.21,2,1,2,2,Hibernating,21,North West,Organic Search,25-34
C00674,578,1,207.86,2023-06-02,2023-06-02,207.86,1,1,1,2,Hibernating,0,Midlands,Paid Search,35-44
C00677,81,3,1073.22,2024-07-19,2024-10-11,357.74,2,4,3,5,Loyal Customers,84,South West,Email,35-44
C00678,442,3,427.96,2022-08-24,2023-10-16,142.65,2,1,3,3,At Risk,418,South West,Social Media,25-34
C00679,8,3,543.94,2024-08-10,2024-12-23,181.31,2,5,3,3,Loyal Customers,135,Midlands,Email,55+
C00680,56,4,496.06,2024-09-26,2024-11-05,124.02,2,4,4,3,Champions,40,London,Email,18-24
C00681,547,5,985.05,2022-07-06,2023-07-03,197.01,1,1,4,4,Cannot Lose Them,362,London,Direct,25-34
C00682,128,4,566.34,2022-12-23,2024-08-25,141.58,2,3,4,3,Loyal Customers,611,South East,Paid Search,35-44
C00683,283,1,26.22,2024-03-23,2024-03-23,26.22,1,2,1,1,Hibernating,0,North West,Direct,25-34
C00684,9,4,601.8,2024-06-18,2024-12-22,150.45,2,5,4,3,Champions,187,South West,Social Media,35-44
C00685,48,6,1470.94,2023-09-30,2024-11-13,245.16,3,4,5,5,Champions,410,South East,Paid Search,18-24
C00686,420,1,248.28,2023-11-07,2023-11-07,248.28,1,1,1,2,Hibernating,0,North East,Direct,55+
C00687,496,5,753.29,2021-07-09,2023-08-23,150.66,3,1,4,4,Cannot Lose Them,775,South West,Email,55+
C00688,41,4,858.82,2024-08-22,2024-11-20,214.7,2,4,4,4,Champions,90,South East,Paid Search,25-34
C00689,81,1,146.99,2024-10-11,2024-10-11,146.99,1,4,1,1,Recent Customers,0,North East,Organic Search,45-54
C00690,11,3,1134.44,2024-11-10,2024-12-20,378.15,3,5,3,5,Loyal Customers,40,Yorkshire,Email,25-34
C00691,81,4,503.03,2023-07-25,2024-10-11,125.76,3,4,4,3,Champions,444,London,Paid Search,25-34
C00692,55,3,704.0,2023-12-16,2024-11-06,234.67,2,4,3,4,Loyal Customers,326,Wales,Paid Search,45-54
C00693,33,9,2810.54,2022-03-06,2024-11-28,312.28,4,4,5,5,Champions,998,South West,Email,45-54
C00694,252,2,510.31,2023-05-26,2024-04-23,255.15,1,2,2,3,Hibernating,333,Scotland,Paid Search,35-44
C00695,221,4,698.91,2023-06-01,2024-05-24,174.73,3,2,4,4,Cannot Lose Them,358,Midlands,Paid Search,55+
C00696,596,3,817.6,2021-01-03,2023-05-15,272.53,3,1,3,4,At Risk,862,London,Social Media,25-34
C00700,35,3,350.45,2023-05-30,2024-11-26,116.82,1,4,3,2,Loyal Customers,546,Yorkshire,Paid Search,35-44
C00701,59,6,1226.79,2022-07-15,2024-11-02,204.46,3,4,5,5,Champions,841,North West,Paid Search,35-44
C00702,384,1,430.34,2023-12-13,2023-12-13,430.34,1,1,1,3,Hibernating,0,North East,Organic Search,25-34
C00703,10,5,720.7,2024-08-01,2024-12-21,144.14,4,5,4,4,Champions,142,London,Direct,25-34
C00704,90,4,2187.36,2021-11-23,2024-10-02,546.84,2,3,4,5,Loyal Customers,1044,London,Paid Search,45-54
C00706,85,5,536.27,2022-08-29,2024-10-07,107.25,1,4,4,3,Champions,770,South East,Social Media,18-24
C00708,126,1,203.31,2024-08-27,2024-08-27,203.31,1,3,1,2,Lost,0,Midlands,Organic Search,35-44
C00709,92,1,64.81,2024-09-30,2024-09-30,64.81,1,3,1,1,Lost,0,Scotland,Direct,35-44
C00710,911,1,182.35,2022-07-04,2022-07-04,182.35,1,1,1,1,Hibernating,0,Wales,Social Media,55+
C00711,531,1,566.78,2023-07-19,2023-07-19,566.78,1,1,1,3,Hibernating,0,South East,Email,55+
C00712,61,4,468.35,2023-06-19,2024-10-31,117.09,4,4,4,3,Champions,500,Scotland,Organic Search,18-24
C00713,2,4,1540.85,2024-11-24,2024-12-29,385.21,2,5,4,5,Champions,35,South East,Email,25-34
C00715,72,5,739.22,2021-05-07,2024-10-20,147.84,2,4,4,4,Champions,1262,North West,Organic Search,35-44
C00716,64,5,1205.25,2022-08-02,2024-10-28,241.05,1,4,4,5,Champions,818,Scotland,Organic Search,18-24
C00717,225,3,561.3,2022-09-04,2024-05-20,187.1,2,2,3,3,At Risk,624,North East,Organic Search,25-34
C00718,277,2,265.35,2024-01-10,2024-03-29,132.68,1,2,2,2,Hibernating,79,Wales,Direct,25-34
C00720,264,4,628.67,2022-07-01,2024-04-11,157.17,2,2,4,4,Cannot Lose Them,650,South East,Paid Search,35-44
C00721,111,7,1281.91,2022-07-31,2024-09-11,183.13,1,3,5,5,Loyal Customers,773,North West,Social Media,55+
C00723,13,3,747.84,2022-04-15,2024-12-18,249.28,2,5,3,4,Loyal Customers,978,Yorkshire,Social Media,35-44
C00724,39,5,1851.35,2024-06-11,2024-11-22,370.27,1,4,4,5,Champions,164,Midlands,Email,45-54
C00725,76,1,89.31,2024-10-16,2024-10-16,89.31,1,4,1,1,Recent Customers,0,Scotland,Organic Search,35-44
C00727,28,3,652.15,2024-06-02,2024-12-03,217.38,1,5,3,4,Loyal Customers,184,Midlands,Direct,45-54
C00728,56,8,1448.87,2021-10-29,2024-11-05,181.11,3,4,5,5,Champions,1103,Yorkshire,Social Media,55+
C00729,18,6,1326.5,2024-08-15,2024-12-13,221.08,2,5,5,5,Champions,120,North West,Organic Search,45-54
C00730,309,3,793.24,2022-01-08,2024-02-26,264.41,2,2,3,4,At Risk,779,North West,Organic Search,18-24
C00731,164,3,581.31,2022-04-06,2024-07-20,193.77,2,3,3,3,Loyal Customers,836,North West,Organic Search,18-24
C00732,302,2,596.86,2023-04-14,2024-03-04,298.43,2,2,2,3,Hibernating,325,South East,Social Media,35-44
C00733,168,4,646.89,2023-10-05,2024-07-16,161.72,3,3,4,4,Loyal Customers,285,London,Direct,45-54
C00734,48,8,1488.63,2023-01-26,2024-11-13,186.08,3,4,5,5,Champions,657,Yorkshire,Email,25-34
C00735,1155,1,367.59,2021-11-02,2021-11-02,367.59,1,1,1,2,Hibernating,0,South East,Social Media,25-34
C00737,266,3,692.28,2022-08-28,2024-04-09,230.76,2,2,3,4,At Risk,590,North West,Paid Search,45-54
C00738,308,1,132.85,2024-02-27,2024-02-27,132.85,1,2,1,1,Hibernating,0,Scotland,Social Media,25-34
C00739,151,2,1016.03,2023-03-20,2024-08-02,508.02,1,3,2,4,Lost,501,Midlands,Paid Search,35-44
C00740,32,1,233.79,2024-11-29,2024-11-29,233.79,1,5,1,2,Recent Customers,0,South East,Organic Search,25-34
C00741,262,2,256.91,2023-05-10,2024-04-13,128.46,2,2,2,2,Hibernating,339,Wales,Paid Search,35-44
C00744,409,1,253.54,2023-11-18,2023-11-18,253.54,1,1,1,2,Hibernating,0,North East,Social Media,25-34
C00745,50,5,972.33,2022-02-01,2024-11-11,194.47,2,4,4,4,Champions,1014,Scotland,Organic Search,35-44
C00746,57,5,673.0,2024-01-01,2024-11-04,134.6,2,4,4,4,Champions,308,Midlands,Email,18-24
C00747,199,5,391.86,2023-01-14,2024-06-15,78.37,1,2,4,3,Cannot Lose Them,518,South East,Paid Search,35-44
C00748,116,4,781.29,2024-07-20,2024-09-06,195.32,2,3,4,4,Loyal Customers,48,South East,Paid Search,45-54
C00749,521,2,268.21,2022-04-18,2023-07-29,134.1,1,1,2,2,Hibernating,467,South East,Organic Search,18-24
C00750,182,7,1149.15,2022-10-13,2024-07-02,164.16,3,2,5,5,Cannot Lose Them,628,North East,Organic Search,35-44
C00751,205,3,283.8,2022-09-08,2024-06-09,94.6,1,2,3,2,At Risk,640,South West,Social Media,18-24
C00752,141,2,962.78,2024-05-10,2024-08-12,481.39,2,3,2,4,Lost,94,Midlands,Organic Search,35-44
C00753,192,3,156.58,2023-06-25,2024-06-22,52.19,1,2,3,1,At Risk,363,South East,Organic Search,25-34
C00754,43,9,2749.1,2023-09-17,2024-11-18,305.46,3,4,5,5,Champions,428,North West,Email,35-44
C00755,7,7,1068.47,2024-09-15,2024-12-24,152.64,2,5,5,5,Champions,100,Scotland,Paid Search,45-54
C00756,195,2,784.06,2022-05-25,2024-06-19,392.03,1,2,2,4,Hibernating,756,Wales,Organic Search,35-44
C00757,622,2,617.66,2022-10-19,2023-04-19,308.83,1,1,2,3,Hibernating,182,North West,Organic Search,35-44
C00758,29,7,1289.69,2024-01-17,2024-12-02,184.24,2,5,5,5,Champions,320,London,Social Media,35-44
C00760,116,3,462.64,2022-05-15,2024-09-06,154.21,2,3,3,3,Loyal Customers,845,London,Paid Search,25-34
C00761,32,4,1044.88,2024-06-05,2024-11-29,261.22,2,5,4,5,Champions,177,Scotland,Paid Search,35-44
C00762,87,8,1253.26,2022-04-24,2024-10-05,156.66,4,3,5,5,Loyal Customers,895,North East,Referral,35-44
C00763,307,1,249.5,2024-02-28,2024-02-28,249.5,1,2,1,2,Hibernating,0,Yorkshire,Paid Search,25-34
C00764,539,2,313.66,2023-04-02,2023-07-11,156.83,1,1,2,2,Hibernating,100,London,Organic Search,18-24
C00765,14,1,97.06,2024-12-17,2024-12-17,97.06,1,5,1,1,Recent Customers,0,Scotland,Email,18-24
C00767,223,1,279.86,2024-05-22,2024-05-22,279.86,1,2,1,2,Hibernating,0,Midlands,Social Media,35-44
C00768,1,5,1373.27,2024-09-16,2024-12-30,274.65,2,5,4,5,Champions,105,South East,Paid Search,35-44
C00769,209,4,492.1,2023-09-05,2024-06-05,123.02,3,2,4,3,Cannot Lose Them,274,South East,Organic Search,25-34
C00770,793,2,463.07,2021-01-26,2022-10-30,231.54,2,1,2,3,Hibernating,642,Wales,Paid Search,45-54
C00771,13,4,801.8,2023-02-02,2024-12-18,200.45,2,5,4,4,Champions,685,South East,Social Media,18-24
C00772,3,3,845.26,2023-07-09,2024-12-28,281.75,3,5,3,4,Loyal Customers,538,Scotland,Direct,55+
C00773,230,3,221.85,2022-06-12,2024-05-15,73.95,2,2,3,2,At Risk,703,London,Direct,35-44
C00774,22,8,1645.86,2022-09-18,2024-12-09,205.73,3,5,5,5,Champions,813,North West,Email,55+
C00775,114,10,2320.35,2021-12-09,2024-09-08,232.04,3,3,5,5,Loyal Customers,1004,Scotland,Social Media,25-34
C00777,450,1,44.14,2023-10-08,2023-10-08,44.14,1,1,1,1,Hibernating,0,Scotland,Organic Search,25-34
C00778,640,1,416.1,2023-04-01,2023-04-01,416.1,1,1,1,3,Hibernating,0,Yorkshire,Organic Search,55+
C00779,37,7,213.82,2024-03-24,2024-11-24,30.55,2,4,5,2,Champions,245,North West,Email,45-54
C00780,109,3,390.11,2024-04-12,2024-09-13,130.04,1,3,3,2,Loyal Customers,154,London,Paid Search,25-34
C00781,308,2,438.44,2023-11-26,2024-02-27,219.22,2,2,2,3,Hibernating,93,London,Email,25-34
C00782,4,2,447.05,2024-07-26,2024-12-27,223.52,1,5,2,3,Recent Customers,154,Yorkshire,Direct,35-44
C00783,201,2,159.54,2024-05-14,2024-06-13,79.77,1,2,2,1,Hibernating,30,Wales,Organic Search,35-44
C00784,209,1,316.75,2024-06-05,2024-06-05,316.75,1,2,1,2,Hibernating,0,Yorkshire,Organic Search,45-54
C00786,74,4,353.64,2023-04-29,2024-10-18,88.41,3,4,4,2,Champions,538,Midlands,Organic Search,55+
C00787,56,3,566.2,2024-08-26,2024-11-05,188.73,2,4,3,3,Loyal Customers,71,London,Paid Search,55+
C00788,600,4,1591.37,2021-04-18,2023-05-11,397.84,1,1,4,5,Cannot Lose Them,753,London,Paid Search,45-54
C00789,1,4,878.45,2024-12-16,2024-12-30,219.61,2,5,4,4,Champions,14,North East,Organic Search,18-24
C00790,483,3,1518.06,2021-08-06,2023-09-05,506.02,1,1,3,5,At Risk,760,South East,Paid Search,25-34
C00791,18,2,234.02,2024-11-07,2024-12-13,117.01,1,5,2,2,Recent Customers,36,North East,Direct,35-44
C00792,18,3,173.27,2024-07-25,2024-12-13,57.76,2,5,3,1,Loyal Customers,141,Scotland,Social Media,18-24
C00793,18,2,967.54,2024-12-03,2024-12-13,483.77,2,5,2,4,Recent Customers,10,Yorkshire,Organic Search,35-44
C00794,29,8,1500.62,2024-01-03,2024-12-02,187.58,1,5,5,5,Champions,334,North West,Referral,18-24
C00795,45,4,632.02,2024-09-08,2024-11-16,158.0,1,4,4,4,Champions,69,North West,Organic Search,45-54
C00797,75,1,134.86,2024-10-17,2024-10-17,134.86,1,4,1,1,Recent Customers,0,South West,Email,45-54
C00798,62,7,857.68,2022-03-27,2024-10-30,122.53,3,4,5,4,Champions,948,Yorkshire,Email,25-34
C00799,323,2,305.31,2023-07-18,2024-02-12,152.66,1,2,2,2,Hibernating,209,Scotland,Organic Search,18-24
C00800,12,1,492.02,2024-12-19,2024-12-19,492.02,1,5,1,3,Recent Customers,0,South East,Email,55+
C00801,24,5,828.37,2023-09-25,2024-12-07,165.67,3,5,4,4,Champions,439,Scotland,Social Media,18-24
C00802,59,2,332.86,2024-08-04,2024-11-02,166.43,1,4,2,2,Recent Customers,90,Yorkshire,Social Media,45-54
C00803,7,9,1625.29,2024-09-11,2024-12-24,180.59,4,5,5,5,Champions,104,North East,Organic Search,25-34
C00804,74,5,1049.45,2023-12-08,2024-10-18,209.89,2,4,4,5,Champions,315,Wales,Email,35-44
C00807,62,3,370.45,2024-05-22,2024-10-30,123.48,2,4,3,2,Loyal Customers,161,North West,Direct,25-34
C00808,250,5,1710.61,2023-10-22,2024-04-25,342.12,1,2,4,5,Cannot Lose Them,186,London,Organic Search,25-34
C00810,973,1,25.58,2022-05-03,2022-05-03,25.58,1,1,1,1,Hibernating,0,Wales,Organic Search,35-44
C00811,58,2,518.78,2022-05-26,2024-11-03,259.39,2,4,2,3,Recent Customers,892,London,Paid Search,25-34
C00813,436,4,556.59,2023-03-12,2023-10-22,139.15,2,1,4,3,Cannot Lose Them,224,North West,Email,25-34
C00814,1,5,1415.48,2024-01-01,2024-12-30,283.1,3,5,4,5,Champions,364,North West,Social Media,25-34
C00816,262,4,1196.43,2022-09-22,2024-04-13,299.11,2,2,4,5,Cannot Lose Them,569,London,Social Media,25-34
C00817,78,4,1455.08,2024-06-19,2024-10-14,363.77,1,4,4,5,Champions,117,South West,Organic Search,35-44
C00818,129,3,358.36,2022-06-06,2024-08-24,119.45,1,3,3,2,Loyal Customers,810,London,Direct,55+
C00819,5,6,1115.03,2023-12-19,2024-12-26,185.84,2,5,5,5,Champions,373,South West,Email,45-54
C00820,30,2,648.43,2024-10-23,2024-12-01,324.22,2,5,2,4,Recent Customers,39,London,Organic Search,25-34
C00821,261,1,455.81,2024-04-14,2024-04-14,455.81,1,2,1,3,Hibernating,0,London,Organic Search,25-34
C00822,75,6,1328.39,2022-10-08,2024-10-17,221.4,3,4,5,5,Champions,740,London,Paid Search,35-44
C00823,364,3,246.36,2021-12-10,2024-01-02,82.12,1,2,3,2,At Risk,753,London,Social Media,18-24
C00824,60,2,228.45,2022-04-11,2024-11-01,114.22,2,4,2,2,Recent Customers,935,Midlands,Email,18-24
C00825,26,4,522.3,2024-05-04,2024-12-05,130.57,2,5,4,3,Champions,215,Scotland,Paid Search,25-34
C00826,13,2,376.14,2024-12-10,2024-12-18,188.07,1,5,2,2,Recent Customers,8,London,Organic Search,35-44
C00827,86,5,1551.54,2022-11-22,2024-10-06,310.31,3,3,4,5,Loyal Customers,684,Scotland,Paid Search,35-44
C00828,111,1,146.02,2024-09-11,2024-09-11,146.02,1,3,1,1,Lost,0,South East,Paid Search,25-34
C00830,760,1,150.15,2022-12-02,2022-12-02,150.15,1,1,1,1,Hibernating,0,North West,Paid Search,35-44
C00831,7,2,653.07,2024-12-01,2024-12-24,326.53,1,5,2,4,Recent Customers,23,Scotland,Referral,45-54
C00833,290,5,1233.64,2022-09-08,2024-03-16,246.73,1,2,4,5,Cannot Lose Them,555,North West,Social Media,18-24
C00834,258,2,571.06,2023-04-23,2024-04-17,285.53,1,2,2,3,Hibernating,360,North East,Direct,55+
C00835,521,1,105.27,2023-07-29,2023-07-29,105.27,1,1,1,1,Hibernating,0,Wales,Email,35-44
C00836,112,4,354.2,2023-11-04,2024-09-10,88.55,2,3,4,2,Loyal Customers,311,South East,Organic Search,35-44
C00837,274,1,129.67,2024-04-01,2024-04-01,129.67,1,2,1,1,Hibernating,0,Wales,Referral,45-54
C00838,29,4,1538.91,2024-08-25,2024-12-02,384.73,3,5,4,5,Champions,99,North West,Social Media,35-44
C00839,241,2,258.01,2023-10-15,2024-05-04,129.0,2,2,2,2,Hibernating,202,South East,Email,35-44
C00840,12,5,597.47,2024-08-27,2024-12-19,119.49,3,5,4,3,Champions,114,North West,Email,35-44
C00841,51,3,416.09,2024-04-21,2024-11-10,138.7,3,4,3,3,Loyal Customers,203,North West,Direct,35-44
C00842,130,2,148.71,2024-02-11,2024-08-23,74.36,1,3,2,1,Lost,194,Scotland,Paid Search,25-34
C00843,332,2,800.47,2023-10-12,2024-02-03,400.24,1,2,2,4,Hibernating,114,North East,Email,18-24
C00844,570,3,393.67,2023-05-07,2023-06-10,131.22,1,1,3,3,At Risk,34,Scotland,Referral,18-24
C00845,500,2,168.45,2021-09-24,2023-08-19,84.22,1,1,2,1,Hibernating,694,North West,Social Media,45-54
C00846,15,4,1338.77,2023-02-11,2024-12-16,334.69,2,5,4,5,Champions,674,Scotland,Organic Search,55+
C00848,10,4,228.47,2023-07-16,2024-12-21,57.12,1,5,4,2,Champions,524,London,Social Media,18-24
C00849,488,3,244.75,2021-12-08,2023-08-31,81.58,3,1,3,2,At Risk,631,London,Email,25-34
C00850,21,1,167.08,2024-12-10,2024-12-10,167.08,1,5,1,1,Recent Customers,0,London,Organic Search,18-24
