customer_id,churned,recency_days,frequency,monetary,avg_order_value,n_categories,customer_lifetime_days,purchase_rate,r_score,f_score,m_score,rfm_segment,region,acquisition_channel,age_band
C00662,1,398,3,356.99,119.0,2,931,0.097,1,3,2,At Risk,South West,Referral,35-44
C00663,1,131,1,45.05,45.05,1,0,30.0,3,1,1,Lost,South East,Social Media,25-34
C00664,1,235,3,107.05,35.68,1,388,0.231,2,3,1,At Risk,Yorkshire,Organic Search,55+
C00665,1,992,2,384.13,192.06,2,39,1.5,1,2,2,Hibernating,Midlands,Paid Search,18-24
C00666,1,443,5,686.45,137.29,3,237,0.63,1,4,4,Cannot Lose Them,London,Organic Search,55+
C00667,1,233,3,300.02,100.01,2,1064,0.085,2,3,2,At Risk,South East,Social Media,55+
C00668,0,63,5,1067.57,213.51,4,129,1.154,4,4,5,Champions,South East,Paid Search,45-54
C00669,1,199,1,232.85,232.85,1,0,30.0,2,1,2,Hibernating,North East,Email,35-44
C00670,1,143,6,1488.35,248.06,2,649,0.277,3,5,5,Loyal Customers,Midlands,Paid Search,25-34
C00671,0,10,2,1173.48,586.74,2,15,3.75,5,2,5,Recent Customers,South East,Paid Search,25-34
C00672,1,200,7,2630.75,375.82,2,342,0.612,2,5,5,Cannot Lose Them,Midlands,Direct,18-24
C00673,1,674,2,332.42,166.21,2,21,2.727,1,2,2,Hibernating,North West,Organic Search,25-34
C00674,1,578,1,207.86,207.86,1,0,30.0,1,1,2,Hibernating,Midlands,Paid Search,35-44
C00677,0,81,3,1073.22,357.74,2,84,1.059,4,3,5,Loyal Customers,South West,Email,35-44
C00678,1,442,3,427.96,142.65,2,418,0.215,1,3,3,At Risk,South West,Social Media,25-34
C00679,0,8,3,543.94,181.31,2,135,0.662,5,3,3,Loyal Customers,Midlands,Email,55+
C00680,0,56,4,496.06,124.02,2,40,2.927,4,4,3,Champions,London,Email,18-24
C00681,1,547,5,985.05,197.01,1,362,0.413,1,4,4,Cannot Lose Them,London,Direct,25-34
C00682,1,128,4,566.34,141.58,2,611,0.196,3,4,3,Loyal Customers,South East,Paid Search,35-44
C00683,1,283,1,26.22,26.22,1,0,30.0,2,1,1,Hibernating,North West,Direct,25-34
C00684,0,9,4,601.8,150.45,2,187,0.638,5,4,3,Champions,South West,Social Media,35-44
C00685,0,48,6,1470.94,245.16,3,410,0.438,4,5,5,Champions,South East,Paid Search,18-24
C00686,1,420,1,248.28,248.28,1,0,30.0,1,1,2,Hibernating,North East,Direct,55+
C00687,1,496,5,753.29,150.66,3,775,0.193,1,4,4,Cannot Lose Them,South West,Email,55+
C00688,0,41,4,858.82,214.7,2,90,1.319,4,4,4,Champions,South East,Paid Search,25-34
C00689,0,81,1,146.99,146.99,1,0,30.0,4,1,1,Recent Customers,North East,Organic Search,45-54
C00690,0,11,3,1134.44,378.15,3,40,2.195,5,3,5,Loyal Customers,Yorkshire,Email,25-34
C00691,0,81,4,503.03,125.76,3,444,0.27,4,4,3,Champions,London,Paid Search,25-34
C00692,0,55,3,704.0,234.67,2,326,0.275,4,3,4,Loyal Customers,Wales,Paid Search,45-54
C00693,0,33,9,2810.54,312.28,4,998,0.27,4,5,5,Champions,South West,Email,45-54
C00694,1,252,2,510.31,255.15,1,333,0.18,2,2,3,Hibernating,Scotland,Paid Search,35-44
C00695,1,221,4,698.91,174.73,3,358,0.334,2,4,4,Cannot Lose Them,Midlands,Paid Search,55+
C00696,1,596,3,817.6,272.53,3,862,0.104,1,3,4,At Risk,London,Social Media,25-34
C00700,0,35,3,350.45,116.82,1,546,0.165,4,3,2,Loyal Customers,Yorkshire,Paid Search,35-44
C00701,0,59,6,1226.79,204.46,3,841,0.214,4,5,5,Champions,North West,Paid Search,35-44
C00702,1,384,1,430.34,430.34,1,0,30.0,1,1,3,Hibernating,North East,Organic Search,25-34
C00703,0,10,5,720.7,144.14,4,142,1.049,5,4,4,Champions,London,Direct,25-34
C00704,0,90,4,2187.36,546.84,2,1044,0.115,3,4,5,Loyal Customers,London,Paid Search,45-54
C00706,0,85,5,536.27,107.25,1,770,0.195,4,4,3,Champions,South East,Social Media,18-24
C00708,1,126,1,203.31,203.31,1,0,30.0,3,1,2,Lost,Midlands,Organic Search,35-44
C00709,1,92,1,64.81,64.81,1,0,30.0,3,1,1,Lost,Scotland,Direct,35-44
C00710,1,911,1,182.35,182.35,1,0,30.0,1,1,1,Hibernating,Wales,Social Media,55+
C00711,1,531,1,566.78,566.78,1,0,30.0,1,1,3,Hibernating,South East,Email,55+
C00712,0,61,4,468.35,117.09,4,500,0.24,4,4,3,Champions,Scotland,Organic Search,18-24
C00713,0,2,4,1540.85,385.21,2,35,3.333,5,4,5,Champions,South East,Email,25-34
C00715,0,72,5,739.22,147.84,2,1262,0.119,4,4,4,Champions,North West,Organic Search,35-44
C00716,0,64,5,1205.25,241.05,1,818,0.183,4,4,5,Champions,Scotland,Organic Search,18-24
C00717,1,225,3,561.3,187.1,2,624,0.144,2,3,3,At Risk,North East,Organic Search,25-34
C00718,1,277,2,265.35,132.68,1,79,0.75,2,2,2,Hibernating,Wales,Direct,25-34
C00720,1,264,4,628.67,157.17,2,650,0.184,2,4,4,Cannot Lose Them,South East,Paid Search,35-44
C00721,1,111,7,1281.91,183.13,1,773,0.271,3,5,5,Loyal Customers,North West,Social Media,55+
C00723,0,13,3,747.84,249.28,2,978,0.092,5,3,4,Loyal Customers,Yorkshire,Social Media,35-44
C00724,0,39,5,1851.35,370.27,1,164,0.909,4,4,5,Champions,Midlands,Email,45-54
C00725,0,76,1,89.31,89.31,1,0,30.0,4,1,1,Recent Customers,Scotland,Organic Search,35-44
C00727,0,28,3,652.15,217.38,1,184,0.486,5,3,4,Loyal Customers,Midlands,Direct,45-54
C00728,0,56,8,1448.87,181.11,3,1103,0.217,4,5,5,Champions,Yorkshire,Social Media,55+
C00729,0,18,6,1326.5,221.08,2,120,1.488,5,5,5,Champions,North West,Organic Search,45-54
C00730,1,309,3,793.24,264.41,2,779,0.115,2,3,4,At Risk,North West,Organic Search,18-24
C00731,1,164,3,581.31,193.77,2,836,0.108,3,3,3,Loyal Customers,North West,Organic Search,18-24
C00732,1,302,2,596.86,298.43,2,325,0.184,2,2,3,Hibernating,South East,Social Media,35-44
C00733,1,168,4,646.89,161.72,3,285,0.42,3,4,4,Loyal Customers,London,Direct,45-54
C00734,0,48,8,1488.63,186.08,3,657,0.365,4,5,5,Champions,Yorkshire,Email,25-34
C00735,1,1155,1,367.59,367.59,1,0,30.0,1,1,2,Hibernating,South East,Social Media,25-34
C00737,1,266,3,692.28,230.76,2,590,0.152,2,3,4,At Risk,North West,Paid Search,45-54
C00738,1,308,1,132.85,132.85,1,0,30.0,2,1,1,Hibernating,Scotland,Social Media,25-34
C00739,1,151,2,1016.03,508.02,1,501,0.12,3,2,4,Lost,Midlands,Paid Search,35-44
C00740,0,32,1,233.79,233.79,1,0,30.0,5,1,2,Recent Customers,South East,Organic Search,25-34
C00741,1,262,2,256.91,128.46,2,339,0.176,2,2,2,Hibernating,Wales,Paid Search,35-44
C00744,1,409,1,253.54,253.54,1,0,30.0,1,1,2,Hibernating,North East,Social Media,25-34
C00745,0,50,5,972.33,194.47,2,1014,0.148,4,4,4,Champions,Scotland,Organic Search,35-44
C00746,0,57,5,673.0,134.6,2,308,0.485,4,4,4,Champions,Midlands,Email,18-24
C00747,1,199,5,391.86,78.37,1,518,0.289,2,4,3,Cannot Lose Them,South East,Paid Search,35-44
C00748,1,116,4,781.29,195.32,2,48,2.449,3,4,4,Loyal Customers,South East,Paid Search,45-54
C00749,1,521,2,268.21,134.1,1,467,0.128,1,2,2,Hibernating,South East,Organic Search,18-24
C00750,1,182,7,1149.15,164.16,3,628,0.334,2,5,5,Cannot Lose Them,North East,Organic Search,35-44
C00751,1,205,3,283.8,94.6,1,640,0.14,2,3,2,At Risk,South West,Social Media,18-24
C00752,1,141,2,962.78,481.39,2,94,0.632,3,2,4,Lost,Midlands,Organic Search,35-44
C00753,1,192,3,156.58,52.19,1,363,0.247,2,3,1,At Risk,South East,Organic Search,25-34
C00754,0,43,9,2749.1,305.46,3,428,0.629,4,5,5,Champions,North West,Email,35-44
C00755,0,7,7,1068.47,152.64,2,100,2.079,5,5,5,Champions,Scotland,Paid Search,45-54
C00756,1,195,2,784.06,392.03,1,756,0.079,2,2,4,Hibernating,Wales,Organic Search,35-44
C00757,1,622,2,617.66,308.83,1,182,0.328,1,2,3,Hibernating,North West,Organic Search,35-44
C00758,0,29,7,1289.69,184.24,2,320,0.654,5,5,5,Champions,London,Social Media,35-44
C00760,1,116,3,462.64,154.21,2,845,0.106,3,3,3,Loyal Customers,London,Paid Search,25-34
C00761,0,32,4,1044.88,261.22,2,177,0.674,5,4,5,Champions,Scotland,Paid Search,35-44
C00762,0,87,8,1253.26,156.66,4,895,0.268,3,5,5,Loyal Customers,North East,Referral,35-44
C00763,1,307,1,249.5,249.5,1,0,30.0,2,1,2,Hibernating,Yorkshire,Paid Search,25-34
C00764,1,539,2,313.66,156.83,1,100,0.594,1,2,2,Hibernating,London,Organic Search,18-24
C00765,0,14,1,97.06,97.06,1,0,30.0,5,1,1,Recent Customers,Scotland,Email,18-24
C00767,1,223,1,279.86,279.86,1,0,30.0,2,1,2,Hibernating,Midlands,Social Media,35-44
C00768,0,1,5,1373.27,274.65,2,105,1.415,5,4,5,Champions,South East,Paid Search,35-44
C00769,1,209,4,492.1,123.02,3,274,0.436,2,4,3,Cannot Lose Them,South East,Organic Search,25-34
C00770,1,793,2,463.07,231.54,2,642,0.093,1,2,3,Hibernating,Wales,Paid Search,45-54
C00771,0,13,4,801.8,200.45,2,685,0.175,5,4,4,Champions,South East,Social Media,18-24
C00772,0,3,3,845.26,281.75,3,538,0.167,5,3,4,Loyal Customers,Scotland,Direct,55+
C00773,1,230,3,221.85,73.95,2,703,0.128,2,3,2,At Risk,London,Direct,35-44
C00774,0,22,8,1645.86,205.73,3,813,0.295,5,5,5,Champions,North West,Email,55+
C00775,1,114,10,2320.35,232.04,3,1004,0.299,3,5,5,Loyal Customers,Scotland,Social Media,25-34
C00777,1,450,1,44.14,44.14,1,0,30.0,1,1,1,Hibernating,Scotland,Organic Search,25-34
C00778,1,640,1,416.1,416.1,1,0,30.0,1,1,3,Hibernating,Yorkshire,Organic Search,55+
C00779,0,37,7,213.82,30.55,2,245,0.854,4,5,2,Champions,North West,Email,45-54
C00780,1,109,3,390.11,130.04,1,154,0.581,3,3,2,Loyal Customers,London,Paid Search,25-34
C00781,1,308,2,438.44,219.22,2,93,0.638,2,2,3,Hibernating,London,Email,25-34
C00782,0,4,2,447.05,223.52,1,154,0.387,5,2,3,Recent Customers,Yorkshire,Direct,35-44
C00783,1,201,2,159.54,79.77,1,30,1.935,2,2,1,Hibernating,Wales,Organic Search,35-44
C00784,1,209,1,316.75,316.75,1,0,30.0,2,1,2,Hibernating,Yorkshire,Organic Search,45-54
C00786,0,74,4,353.64,88.41,3,538,0.223,4,4,2,Champions,Midlands,Organic Search,55+
C00787,0,56,3,566.2,188.73,2,71,1.25,4,3,3,Loyal Customers,London,Paid Search,55+
C00788,1,600,4,1591.37,397.84,1,753,0.159,1,4,5,Cannot Lose Them,London,Paid Search,45-54
C00789,0,1,4,878.45,219.61,2,14,8.0,5,4,4,Champions,North East,Organic Search,18-24
C00790,1,483,3,1518.06,506.02,1,760,0.118,1,3,5,At Risk,South East,Paid Search,25-34
C00791,0,18,2,234.02,117.01,1,36,1.622,5,2,2,Recent Customers,North East,Direct,35-44
C00792,0,18,3,173.27,57.76,2,141,0.634,5,3,1,Loyal Customers,Scotland,Social Media,18-24
C00793,0,18,2,967.54,483.77,2,10,5.455,5,2,4,Recent Customers,Yorkshire,Organic Search,35-44
C00794,0,29,8,1500.62,187.58,1,334,0.716,5,5,5,Champions,North West,Referral,18-24
C00795,0,45,4,632.02,158.0,1,69,1.714,4,4,4,Champions,North West,Organic Search,45-54
C00797,0,75,1,134.86,134.86,1,0,30.0,4,1,1,Recent Customers,South West,Email,45-54
C00798,0,62,7,857.68,122.53,3,948,0.221,4,5,4,Champions,Yorkshire,Email,25-34
C00799,1,323,2,305.31,152.66,1,209,0.286,2,2,2,Hibernating,Scotland,Organic Search,18-24
C00800,0,12,1,492.02,492.02,1,0,30.0,5,1,3,Recent Customers,South East,Email,55+
C00801,0,24,5,828.37,165.67,3,439,0.341,5,4,4,Champions,Scotland,Social Media,18-24
C00802,0,59,2,332.86,166.43,1,90,0.659,4,2,2,Recent Customers,Yorkshire,Social Media,45-54
C00803,0,7,9,1625.29,180.59,4,104,2.571,5,5,5,Champions,North East,Organic Search,25-34
C00804,0,74,5,1049.45,209.89,2,315,0.475,4,4,5,Champions,Wales,Email,35-44
C00807,0,62,3,370.45,123.48,2,161,0.556,4,3,2,Loyal Customers,North West,Direct,25-34
C00808,1,250,5,1710.61,342.12,1,186,0.802,2,4,5,Cannot Lose Them,London,Organic Search,25-34
C00810,1,973,1,25.58,25.58,1,0,30.0,1,1,1,Hibernating,Wales,Organic Search,35-44
C00811,0,58,2,518.78,259.39,2,892,0.067,4,2,3,Recent Customers,London,Paid Search,25-34
C00813,1,436,4,556.59,139.15,2,224,0.533,1,4,3,Cannot Lose Them,North West,Email,25-34
C00814,0,1,5,1415.48,283.1,3,364,0.411,5,4,5,Champions,North West,Social Media,25-34
C00816,1,262,4,1196.43,299.11,2,569,0.211,2,4,5,Cannot Lose Them,London,Social Media,25-34
C00817,0,78,4,1455.08,363.77,1,117,1.017,4,4,5,Champions,South West,Organic Search,35-44
C00818,1,129,3,358.36,119.45,1,810,0.111,3,3,2,Loyal Customers,London,Direct,55+
C00819,0,5,6,1115.03,185.84,2,373,0.481,5,5,5,Champions,South West,Email,45-54
C00820,0,30,2,648.43,324.22,2,39,1.5,5,2,4,Recent Customers,London,Organic Search,25-34
C00821,1,261,1,455.81,455.81,1,0,30.0,2,1,3,Hibernating,London,Organic Search,25-34
C00822,0,75,6,1328.39,221.4,3,740,0.243,4,5,5,Champions,London,Paid Search,35-44
C00823,1,364,3,246.36,82.12,1,753,0.119,2,3,2,At Risk,London,Social Media,18-24
C00824,0,60,2,228.45,114.22,2,935,0.064,4,2,2,Recent Customers,Midlands,Email,18-24
C00825,0,26,4,522.3,130.57,2,215,0.556,5,4,3,Champions,Scotland,Paid Search,25-34
C00826,0,13,2,376.14,188.07,1,8,6.667,5,2,2,Recent Customers,London,Organic Search,35-44
C00827,0,86,5,1551.54,310.31,3,684,0.219,3,4,5,Loyal Customers,Scotland,Paid Search,35-44
C00828,1,111,1,146.02,146.02,1,0,30.0,3,1,1,Lost,South East,Paid Search,25-34
C00830,1,760,1,150.15,150.15,1,0,30.0,1,1,1,Hibernating,North West,Paid Search,35-44
C00831,0,7,2,653.07,326.53,1,23,2.5,5,2,4,Recent Customers,Scotland,Referral,45-54
C00833,1,290,5,1233.64,246.73,1,555,0.27,2,4,5,Cannot Lose Them,North West,Social Media,18-24
C00834,1,258,2,571.06,285.53,1,360,0.166,2,2,3,Hibernating,North East,Direct,55+
C00835,1,521,1,105.27,105.27,1,0,30.0,1,1,1,Hibernating,Wales,Email,35-44
C00836,1,112,4,354.2,88.55,2,311,0.385,3,4,2,Loyal Customers,South East,Organic Search,35-44
C00837,1,274,1,129.67,129.67,1,0,30.0,2,1,1,Hibernating,Wales,Referral,45-54
C00838,0,29,4,1538.91,384.73,3,99,1.2,5,4,5,Champions,North West,Social Media,35-44
C00839,1,241,2,258.01,129.0,2,202,0.296,2,2,2,Hibernating,South East,Email,35-44
C00840,0,12,5,597.47,119.49,3,114,1.304,5,4,3,Champions,North West,Email,35-44
C00841,0,51,3,416.09,138.7,3,203,0.441,4,3,3,Loyal Customers,North West,Direct,35-44
C00842,1,130,2,148.71,74.36,1,194,0.308,3,2,1,Lost,Scotland,Paid Search,25-34
C00843,1,332,2,800.47,400.24,1,114,0.522,2,2,4,Hibernating,North East,Email,18-24
C00844,1,570,3,393.67,131.22,1,34,2.571,1,3,3,At Risk,Scotland,Referral,18-24
C00845,1,500,2,168.45,84.22,1,694,0.086,1,2,1,Hibernating,North West,Social Media,45-54
C00846,0,15,4,1338.77,334.69,2,674,0.178,5,4,5,Champions,Scotland,Organic Search,55+
C00848,0,10,4,228.47,57.12,1,524,0.229,5,4,2,Champions,London,Social Media,18-24
C00849,1,488,3,244.75,81.58,3,631,0.142,1,3,2,At Risk,London,Email,25-34
C00850,0,21,1,167.08,167.08,1,0,30.0,5,1,1,Recent Customers,London,Organic Search,18-24
C00851,0,57,2,184.88,92.44,2,355,0.169,4,2,1,Recent Customers,Scotland,Organic Search,35-44
C00852,1,247,1,38.92,38.92,1,0,30.0,2,1,1,Hibernating,South East,Email,35-44
C00853,0,6,6,769.5,128.25,1,232,0.773,5,5,4,Champions,South East,Organic Search,25-34
C00854,0,7,4,832.85,208.21,2,105,1.132,5,4,4,Champions,London,Email,25-34
C00855,1,203,6,795.77,132.63,2,832,0.216,2,5,4,Cannot Lose Them,London,Organic Search,25-34
C00856,0,77,2,890.48,445.24,2,16,3.529,4,2,4,Recent Customers,London,Paid Search,25-34
C00857,1,303,4,402.78,100.7,3,405,0.296,2,4,3,Cannot Lose Them,South West,Email,35-44
C00859,1,355,2,101.73,50.86,1,186,0.321,2,2,1,Hibernating,North West,Paid Search,55+
C00861,0,77,3,669.55,223.18,2,228,0.393,4,3,4,Loyal Customers,South East,Social Media,35-44
C00864,1,97,2,309.9,154.95,2,242,0.247,3,2,2,Lost,London,Social Media,25-34
C00865,1,156,7,749.52,107.07,3,888,0.236,3,5,4,Loyal Customers,South East,Organic Search,25-34
C00866,0,90,2,122.42,61.21,1,413,0.145,3,2,1,Lost,Wales,Email,55+
C00867,0,11,8,1259.56,157.44,3,1067,0.225,5,5,5,Champions,London,Organic Search,45-54
C00868,1,632,1,160.79,160.79,1,0,30.0,1,1,1,Hibernating,Scotland,Paid Search,25-34
C00869,0,44,8,739.31,92.41,2,144,1.655,4,5,4,Champions,London,Paid Search,35-44
C00870,1,358,1,58.01,58.01,1,0,30.0,2,1,1,Hibernating,North West,Paid Search,45-54
C00871,1,216,5,532.32,106.46,2,406,0.369,2,4,3,Cannot Lose Them,North West,Organic Search,45-54
C00872,0,2,6,517.79,86.3,2,966,0.186,5,5,3,Champions,North West,Paid Search,45-54
C00873,0,28,1,130.65,130.65,1,0,30.0,5,1,1,Recent Customers,North West,Organic Search,35-44
C00874,1,487,3,317.34,105.78,2,404,0.222,1,3,2,At Risk,Yorkshire,Organic Search,25-34
C00876,0,12,1,265.14,265.14,1,0,30.0,5,1,2,Recent Customers,North East,Organic Search,45-54
C00877,1,704,1,369.11,369.11,1,0,30.0,1,1,2,Hibernating,North West,Referral,35-44
C00879,0,58,4,751.33,187.83,1,571,0.21,4,4,4,Champions,Scotland,Paid Search,35-44
C00881,1,151,7,742.21,106.03,4,744,0.282,3,5,4,Loyal Customers,Yorkshire,Direct,18-24
C00882,1,449,6,1069.99,178.33,3,562,0.32,1,5,5,Cannot Lose Them,Wales,Email,18-24
C00883,1,803,1,145.67,145.67,1,0,30.0,1,1,1,Hibernating,Wales,Referral,55+
C00886,1,639,1,101.56,101.56,1,0,30.0,1,1,1,Hibernating,London,Social Media,55+
C00887,0,12,5,1019.02,203.8,1,131,1.136,5,4,4,Champions,London,Social Media,35-44
C00890,1,627,2,411.27,205.64,2,317,0.189,1,2,3,Hibernating,South East,Email,55+
C00891,0,3,6,1395.9,232.65,1,331,0.542,5,5,5,Champions,London,Email,18-24
C00892,1,153,1,62.82,62.82,1,0,30.0,3,1,1,Lost,Yorkshire,Organic Search,18-24
C00893,1,118,4,1652.4,413.1,2,997,0.12,3,4,5,Loyal Customers,London,Email,18-24
C00894,0,4,6,915.85,152.64,4,45,3.913,5,5,4,Champions,South East,Paid Search,45-54
C00895,1,171,1,36.04,36.04,1,0,30.0,3,1,1,Lost,London,Referral,35-44
C00896,0,11,8,1479.81,184.98,2,220,1.086,5,5,5,Champions,London,Email,45-54
C00897,0,22,4,1405.43,351.36,2,225,0.531,5,4,5,Champions,Midlands,Email,45-54
C00899,1,164,5,929.34,185.87,3,341,0.439,3,4,4,Loyal Customers,Midlands,Paid Search,35-44
C00900,1,588,4,854.89,213.72,2,630,0.19,1,4,4,Cannot Lose Them,North East,Social Media,18-24
C00901,0,30,4,1301.94,325.48,2,89,1.333,5,4,5,Champions,London,Social Media,35-44
C00902,1,126,4,779.9,194.98,1,134,0.889,3,4,4,Loyal Customers,Yorkshire,Paid Search,35-44
C00903,0,10,2,426.64,213.32,2,21,2.727,5,2,3,Recent Customers,Scotland,Paid Search,35-44
C00906,1,126,1,123.05,123.05,1,0,30.0,3,1,1,Lost,South East,Organic Search,25-34
C00907,0,20,5,867.57,173.51,1,325,0.46,5,4,4,Champions,South East,Paid Search,45-54
C00908,0,30,6,469.56,78.26,2,559,0.321,5,5,3,Champions,Yorkshire,Organic Search,55+
C00909,0,16,5,1366.11,273.22,2,317,0.472,5,4,5,Champions,Scotland,Organic Search,45-54
C00912,1,479,2,221.63,110.82,2,714,0.084,1,2,2,Hibernating,Wales,Organic Search,18-24
C00914,1,488,2,520.97,260.48,1,414,0.145,1,2,3,Hibernating,South East,Direct,35-44
C00915,1,564,1,44.45,44.45,1,0,30.0,1,1,1,Hibernating,Wales,Email,25-34
C00916,1,803,3,344.81,114.94,1,339,0.265,1,3,2,At Risk,London,Social Media,25-34
C00917,1,268,1,91.5,91.5,1,0,30.0,2,1,1,Hibernating,Midlands,Email,25-34
C00918,0,8,4,819.62,204.9,2,1096,0.109,5,4,4,Champions,North East,Referral,55+
C00919,1,112,5,453.21,90.64,4,526,0.285,3,4,3,Loyal Customers,Scotland,Organic Search,35-44
C00920,1,207,3,549.57,183.19,3,537,0.167,2,3,3,At Risk,London,Email,35-44
C00921,1,233,7,778.87,111.27,1,945,0.222,2,5,4,Cannot Lose Them,Scotland,Email,35-44
C00922,0,59,4,715.45,178.86,2,529,0.226,4,4,4,Champions,North West,Organic Search,18-24
C00923,0,6,5,695.73,139.15,4,144,1.034,5,4,4,Champions,South West,Email,35-44
C00924,1,110,5,832.2,166.44,3,419,0.357,3,4,4,Loyal Customers,Wales,Organic Search,18-24
C00925,0,66,12,3322.77,276.9,4,626,0.574,4,5,5,Champions,Wales,Organic Search,18-24
C00926,1,730,1,176.56,176.56,1,0,30.0,1,1,1,Hibernating,South West,Organic Search,25-34
C00927,1,654,2,254.14,127.07,1,208,0.287,1,2,2,Hibernating,North West,Organic Search,25-34
C00928,1,115,2,402.85,201.42,1,76,0.779,3,2,3,Lost,London,Organic Search,25-34
C00930,0,10,6,897.98,149.66,3,166,1.078,5,5,4,Champions,North West,Paid Search,25-34
C00931,1,602,2,147.19,73.6,1,266,0.225,1,2,1,Hibernating,North East,Email,45-54
C00932,0,55,3,1114.59,371.53,1,332,0.27,4,3,5,Loyal Customers,London,Paid Search,35-44
C00933,1,1092,1,218.15,218.15,1,0,30.0,1,1,2,Hibernating,Scotland,Organic Search,25-34
C00934,1,596,5,1985.03,397.01,2,731,0.205,1,4,5,Cannot Lose Them,Scotland,Organic Search,55+
C00935,0,86,1,45.61,45.61,1,0,30.0,3,1,1,Lost,Wales,Organic Search,35-44
C00936,1,140,2,449.95,224.98,1,703,0.085,3,2,3,Lost,Scotland,Email,18-24
C00937,1,785,2,239.67,119.84,2,112,0.531,1,2,2,Hibernating,Midlands,Direct,35-44
C00938,0,12,2,193.9,96.95,1,887,0.068,5,2,1,Recent Customers,Wales,Social Media,25-34
C00939,1,130,7,1441.08,205.87,4,579,0.362,3,5,5,Loyal Customers,North East,Paid Search,35-44
C00940,1,160,1,183.51,183.51,1,0,30.0,3,1,1,Lost,Midlands,Paid Search,35-44
C00942,1,104,1,344.19,344.19,1,0,30.0,3,1,2,Lost,South West,Organic Search,35-44
C00943,0,14,1,136.46,136.46,1,0,30.0,5,1,1,Recent Customers,Yorkshire,Email,45-54
C00944,0,40,6,712.21,118.7,2,640,0.281,4,5,4,Champions,South West,Email,45-54
C00946,0,49,2,131.63,65.82,1,137,0.435,4,2,1,Recent Customers,Scotland,Direct,25-34
C00947,0,26,6,1910.41,318.4,4,1122,0.16,5,5,5,Champions,Yorkshire,Organic Search,55+
C00949,1,778,4,785.85,196.46,3,363,0.33,1,4,4,Cannot Lose Them,Yorkshire,Email,35-44
C00950,0,30,1,577.79,577.79,1,0,30.0,5,1,3,Recent Customers,Midlands,Organic Search,35-44
C00951,0,49,1,285.64,285.64,1,0,30.0,4,1,2,Recent Customers,Scotland,Referral,35-44
C00952,0,53,3,402.95,134.32,2,3,22.5,4,3,3,Loyal Customers,Yorkshire,Email,25-34
C00953,1,241,3,373.37,124.46,2,141,0.634,2,3,2,At Risk,South West,Social Media,25-34
C00954,1,93,2,262.44,131.22,2,16,3.529,3,2,2,Lost,North West,Paid Search,55+
C00955,1,173,1,109.44,109.44,1,0,30.0,3,1,1,Lost,London,Direct,35-44
C00956,1,301,3,670.32,223.44,2,318,0.282,2,3,4,At Risk,South East,Organic Search,25-34
C00957,0,47,3,506.92,168.97,2,516,0.174,4,3,3,Loyal Customers,Scotland,Social Media,35-44
C00958,0,56,2,583.12,291.56,1,75,0.789,4,2,3,Recent Customers,Midlands,Organic Search,45-54
C00959,1,433,1,354.81,354.81,1,0,30.0,1,1,2,Hibernating,North East,Direct,45-54
C00960,1,603,3,227.82,75.94,1,385,0.233,1,3,2,At Risk,Wales,Direct,25-34
C00961,1,160,4,1085.04,271.26,1,433,0.276,3,4,5,Loyal Customers,Midlands,Email,18-24
C00963,1,303,1,111.86,111.86,1,0,30.0,2,1,1,Hibernating,North West,Organic Search,35-44
C00964,1,191,7,1571.38,224.48,2,381,0.55,2,5,5,Cannot Lose Them,Scotland,Organic Search,55+
C00965,1,266,4,289.94,72.48,2,113,1.053,2,4,2,Cannot Lose Them,South East,Paid Search,35-44
C00966,1,231,1,223.1,223.1,1,0,30.0,2,1,2,Hibernating,London,Email,35-44
C00967,1,310,2,1098.82,549.41,1,528,0.113,2,2,5,Hibernating,Wales,Organic Search,45-54
C00968,0,67,8,2455.06,306.88,4,659,0.364,4,5,5,Champions,London,Social Media,25-34
C00969,1,298,1,291.69,291.69,1,0,30.0,2,1,2,Hibernating,London,Email,55+
C00970,0,35,6,607.6,101.27,1,1407,0.128,4,5,3,Champions,South West,Organic Search,25-34
C00971,1,372,3,1200.0,400.0,1,557,0.161,1,3,5,At Risk,North East,Social Media,25-34
C00972,1,194,3,506.37,168.79,2,253,0.354,2,3,3,At Risk,South East,Email,35-44
C00973,0,4,5,707.47,141.49,3,385,0.389,5,4,4,Champions,London,Referral,25-34
C00974,0,58,1,74.17,74.17,1,0,30.0,4,1,1,Recent Customers,South East,Organic Search,55+
C00976,1,431,1,96.4,96.4,1,0,30.0,1,1,1,Hibernating,London,Email,25-34
C00977,1,189,5,974.12,194.82,5,581,0.258,2,4,4,Cannot Lose Them,Yorkshire,Organic Search,25-34
C00978,0,10,8,1892.6,236.58,4,922,0.26,5,5,5,Champions,North East,Referral,25-34
C00979,0,55,7,857.13,122.45,2,339,0.618,4,5,4,Champions,Midlands,Paid Search,18-24
C00980,1,238,3,692.83,230.94,1,826,0.109,2,3,4,At Risk,Midlands,Referral,25-34
C00981,1,462,1,196.74,196.74,1,0,30.0,1,1,1,Hibernating,Scotland,Direct,35-44
C00982,1,654,2,584.3,292.15,1,189,0.316,1,2,3,Hibernating,South West,Organic Search,25-34
C00983,1,346,1,84.65,84.65,1,0,30.0,2,1,1,Hibernating,Yorkshire,Paid Search,45-54
C00985,0,60,5,719.73,143.95,1,1074,0.14,4,4,4,Champions,Scotland,Direct,18-24
